"","id","organismo","linea_servicio","dia","fecha","afluencia_tarjeta","afluencia_boleto","afluencia_total"
"866",22742,"RTP","Nocturno","Viernes","19-02-2021",18,415,433
"867",22743,"RTP","Eco Atenea","Viernes","19-02-2021",NA,469,469
"868",22744,"RTP","Expreso Directo","Viernes","19-02-2021",110,785,895
"869",22745,"RTP","Temporal Tlalpan-Xochimilco","Viernes","19-02-2021",56,3932,3988
"870",27015,"RTP","Temporal Zaragoza-Tacuba","Viernes","19-02-2021",15,2064,2079
"871",22746,"RTP","Ordinario","Sábado","20-02-2021",1598,59020,60618
"872",22747,"RTP","Expreso","Sábado","20-02-2021",2702,37428,40130
"873",22748,"RTP","Atenea","Sábado","20-02-2021",NA,3373,3373
"874",22749,"RTP","Ecobús","Sábado","20-02-2021",1043,13849,14892
"875",22750,"RTP","Nocturno","Sábado","20-02-2021",22,511,533
"876",22751,"RTP","Eco Atenea","Sábado","20-02-2021",NA,NA,NA
"877",22752,"RTP","Expreso Directo","Sábado","20-02-2021",9,239,248
"878",22753,"RTP","Temporal Tlalpan-Xochimilco","Sábado","20-02-2021",66,2872,2938
"879",27016,"RTP","Temporal Zaragoza-Tacuba","Sábado","20-02-2021",23,1607,1630
"880",22754,"RTP","Ordinario","Domingo","21-02-2021",1055,41757,42812
"881",22755,"RTP","Expreso","Domingo","21-02-2021",1527,25996,27523
"882",22756,"RTP","Atenea","Domingo","21-02-2021",NA,1010,1010
"883",22757,"RTP","Ecobús","Domingo","21-02-2021",652,9109,9761
"884",22758,"RTP","Nocturno","Domingo","21-02-2021",11,466,477
"885",22759,"RTP","Eco Atenea","Domingo","21-02-2021",NA,0,0
"886",22760,"RTP","Expreso Directo","Domingo","21-02-2021",0,0,0
"887",22761,"RTP","Temporal Tlalpan-Xochimilco","Domingo","21-02-2021",37,1352,1389
"888",27017,"RTP","Temporal Zaragoza-Tacuba","Domingo","21-02-2021",7,1353,1360
"889",22762,"RTP","Ordinario","Lunes","22-02-2021",2400,90223,92623
"890",22763,"RTP","Expreso","Lunes","22-02-2021",4859,55446,60305
"891",22764,"RTP","Atenea","Lunes","22-02-2021",NA,10426,10426
"892",22765,"RTP","Ecobús","Lunes","22-02-2021",1863,19074,20937
"893",22766,"RTP","Nocturno","Lunes","22-02-2021",18,339,357
"894",22767,"RTP","Eco Atenea","Lunes","22-02-2021",NA,0,0
"895",22768,"RTP","Expreso Directo","Lunes","22-02-2021",96,791,887
"896",22769,"RTP","Temporal Tlalpan-Xochimilco","Lunes","22-02-2021",55,2622,2677
"897",27018,"RTP","Temporal Zaragoza-Tacuba","Lunes","22-02-2021",27,2524,2551
"898",22770,"RTP","Ordinario","Martes","23-02-2021",NA,NA,NA
"899",22771,"RTP","Expreso","Martes","23-02-2021",NA,NA,NA
"900",22772,"RTP","Atenea","Martes","23-02-2021",NA,NA,NA
"901",22773,"RTP","Ecobús","Martes","23-02-2021",NA,NA,NA
"902",22774,"RTP","Nocturno","Martes","23-02-2021",NA,NA,NA
"903",22775,"RTP","Eco Atenea","Martes","23-02-2021",NA,NA,NA
"904",22776,"RTP","Expreso Directo","Martes","23-02-2021",NA,NA,NA
"905",22777,"RTP","Temporal Tlalpan-Xochimilco","Martes","23-02-2021",NA,NA,NA
"906",27019,"RTP","Temporal Zaragoza-Tacuba","Martes","23-02-2021",NA,NA,NA
"907",11370,"STC","L1","Viernes","01-01-2021",NA,NA,127104
"908",11371,"STC","L2","Viernes","01-01-2021",NA,NA,93035
"909",11372,"STC","L3","Viernes","01-01-2021",NA,NA,88731
"910",11373,"STC","L4","Viernes","01-01-2021",NA,NA,13716
"911",11374,"STC","L5","Viernes","01-01-2021",NA,NA,53935
"912",11375,"STC","L6","Viernes","01-01-2021",NA,NA,17077
"913",11376,"STC","L7","Viernes","01-01-2021",NA,NA,30823
"914",11377,"STC","L8","Viernes","01-01-2021",NA,NA,52027
"915",11378,"STC","L9","Viernes","01-01-2021",NA,NA,45019
"916",11379,"STC","LA","Viernes","01-01-2021",NA,NA,52495
"917",11380,"STC","LB","Viernes","01-01-2021",NA,NA,84271
"918",11381,"STC","L12","Viernes","01-01-2021",NA,NA,47636
"919",11382,"STC","L1","Sábado","02-01-2021",NA,NA,241384
"920",11383,"STC","L2","Sábado","02-01-2021",NA,NA,186900
"921",11384,"STC","L3","Sábado","02-01-2021",NA,NA,144990
"922",11385,"STC","L4","Sábado","02-01-2021",NA,NA,30788
"923",11386,"STC","L5","Sábado","02-01-2021",NA,NA,99721
"924",11387,"STC","L6","Sábado","02-01-2021",NA,NA,28901
"925",11388,"STC","L7","Sábado","02-01-2021",NA,NA,53855
"926",11389,"STC","L8","Sábado","02-01-2021",NA,NA,115955
"927",11390,"STC","L9","Sábado","02-01-2021",NA,NA,94394
"928",11391,"STC","LA","Sábado","02-01-2021",NA,NA,158056
"929",11392,"STC","LB","Sábado","02-01-2021",NA,NA,181641
"930",11393,"STC","L12","Sábado","02-01-2021",NA,NA,118085
"931",11394,"STC","L1","Domingo","03-01-2021",NA,NA,207809
"932",11395,"STC","L2","Domingo","03-01-2021",NA,NA,179032
"933",11396,"STC","L3","Domingo","03-01-2021",NA,NA,148175
"934",11397,"STC","L4","Domingo","03-01-2021",NA,NA,22963
"935",11398,"STC","L5","Domingo","03-01-2021",NA,NA,74509
"936",11399,"STC","L6","Domingo","03-01-2021",NA,NA,26609
"937",11400,"STC","L7","Domingo","03-01-2021",NA,NA,53479
"938",11401,"STC","L8","Domingo","03-01-2021",NA,NA,88162
"939",11402,"STC","L9","Domingo","03-01-2021",NA,NA,84040
"940",11403,"STC","LA","Domingo","03-01-2021",NA,NA,91549
"941",11404,"STC","LB","Domingo","03-01-2021",NA,NA,155990
"942",11405,"STC","L12","Domingo","03-01-2021",NA,NA,89291
"943",11406,"STC","L1","Lunes","04-01-2021",NA,NA,390591
"944",11407,"STC","L2","Lunes","04-01-2021",NA,NA,292027
"945",11408,"STC","L3","Lunes","04-01-2021",NA,NA,278789
"946",11409,"STC","L4","Lunes","04-01-2021",NA,NA,33231
"947",11410,"STC","L5","Lunes","04-01-2021",NA,NA,132150
"948",11411,"STC","L6","Lunes","04-01-2021",NA,NA,52454
"949",11412,"STC","L7","Lunes","04-01-2021",NA,NA,109613
"950",11413,"STC","L8","Lunes","04-01-2021",NA,NA,186292
"951",11414,"STC","L9","Lunes","04-01-2021",NA,NA,155710
"952",11415,"STC","LA","Lunes","04-01-2021",NA,NA,197216
"953",11416,"STC","LB","Lunes","04-01-2021",NA,NA,251991
"954",11417,"STC","L12","Lunes","04-01-2021",NA,NA,197134
"955",11418,"STC","L1","Martes","05-01-2021",NA,NA,364471
"956",11419,"STC","L2","Martes","05-01-2021",NA,NA,316802
"957",11420,"STC","L3","Martes","05-01-2021",NA,NA,279540
"958",11421,"STC","L4","Martes","05-01-2021",NA,NA,51711
"959",11422,"STC","L5","Martes","05-01-2021",NA,NA,125549
"960",11423,"STC","L6","Martes","05-01-2021",NA,NA,57856
"961",11424,"STC","L7","Martes","05-01-2021",NA,NA,137611
"962",11425,"STC","L8","Martes","05-01-2021",NA,NA,192486
"963",11426,"STC","L9","Martes","05-01-2021",NA,NA,165147
"964",11427,"STC","LA","Martes","05-01-2021",NA,NA,208037
"965",11428,"STC","LB","Martes","05-01-2021",NA,NA,240277
"966",11429,"STC","L12","Martes","05-01-2021",NA,NA,166396
"967",11430,"STC","L1","Miércoles","06-01-2021",NA,NA,316752
"968",11431,"STC","L2","Miércoles","06-01-2021",NA,NA,281845
"969",11432,"STC","L3","Miércoles","06-01-2021",NA,NA,266089
"970",11433,"STC","L4","Miércoles","06-01-2021",NA,NA,34647
"971",11434,"STC","L5","Miércoles","06-01-2021",NA,NA,149994
"972",11435,"STC","L6","Miércoles","06-01-2021",NA,NA,55716
"973",11436,"STC","L7","Miércoles","06-01-2021",NA,NA,114124
"974",11437,"STC","L8","Miércoles","06-01-2021",NA,NA,169070
"975",11438,"STC","L9","Miércoles","06-01-2021",NA,NA,153772
"976",11439,"STC","LA","Miércoles","06-01-2021",NA,NA,165478
"977",11440,"STC","LB","Miércoles","06-01-2021",NA,NA,195077
"978",11441,"STC","L12","Miércoles","06-01-2021",NA,NA,145079
"979",11442,"STC","L1","Jueves","07-01-2021",NA,NA,316043
"980",11443,"STC","L2","Jueves","07-01-2021",NA,NA,268765
"981",11444,"STC","L3","Jueves","07-01-2021",NA,NA,263430
"982",11445,"STC","L4","Jueves","07-01-2021",NA,NA,39878
"983",11446,"STC","L5","Jueves","07-01-2021",NA,NA,119608
"984",11447,"STC","L6","Jueves","07-01-2021",NA,NA,56435
"985",11448,"STC","L7","Jueves","07-01-2021",NA,NA,117570
"986",11449,"STC","L8","Jueves","07-01-2021",NA,NA,162329
"987",11450,"STC","L9","Jueves","07-01-2021",NA,NA,162731
"988",11451,"STC","LA","Jueves","07-01-2021",NA,NA,200278
"989",11452,"STC","LB","Jueves","07-01-2021",NA,NA,195724
"990",11453,"STC","L12","Jueves","07-01-2021",NA,NA,172612
"991",11454,"STC","L1","Viernes","08-01-2021",NA,NA,334010
"992",11455,"STC","L2","Viernes","08-01-2021",NA,NA,295217
"993",11456,"STC","L3","Viernes","08-01-2021",NA,NA,294798
"994",11457,"STC","L4","Viernes","08-01-2021",NA,NA,41620
"995",11458,"STC","L5","Viernes","08-01-2021",NA,NA,111869
"996",11459,"STC","L6","Viernes","08-01-2021",NA,NA,55703
"997",11460,"STC","L7","Viernes","08-01-2021",NA,NA,118681
"998",11461,"STC","L8","Viernes","08-01-2021",NA,NA,160854
"999",11462,"STC","L9","Viernes","08-01-2021",NA,NA,161161
"1000",11463,"STC","LA","Viernes","08-01-2021",NA,NA,157357
"1001",11464,"STC","LB","Viernes","08-01-2021",NA,NA,170716
"1002",11465,"STC","L12","Viernes","08-01-2021",NA,NA,145356
"1003",11466,"STC","L1","Sábado","09-01-2021",NA,NA,0
"1004",11467,"STC","L2","Sábado","09-01-2021",NA,NA,0
"1005",11468,"STC","L3","Sábado","09-01-2021",NA,NA,0
"1006",11469,"STC","L4","Sábado","09-01-2021",NA,NA,0
"1007",11470,"STC","L5","Sábado","09-01-2021",NA,NA,0
"1008",11471,"STC","L6","Sábado","09-01-2021",NA,NA,0
"1009",11472,"STC","L7","Sábado","09-01-2021",NA,NA,136746
"1010",11473,"STC","L8","Sábado","09-01-2021",NA,NA,204752
"1011",11474,"STC","L9","Sábado","09-01-2021",NA,NA,177107
"1012",11475,"STC","LA","Sábado","09-01-2021",NA,NA,204629
"1013",11476,"STC","LB","Sábado","09-01-2021",NA,NA,265294
"1014",11477,"STC","L12","Sábado","09-01-2021",NA,NA,199871
"1015",11478,"STC","L1","Domingo","10-01-2021",NA,NA,0
"1016",11479,"STC","L2","Domingo","10-01-2021",NA,NA,0
"1017",11480,"STC","L3","Domingo","10-01-2021",NA,NA,0
"1018",11481,"STC","L4","Domingo","10-01-2021",NA,NA,0
"1019",11482,"STC","L5","Domingo","10-01-2021",NA,NA,0
"1020",11483,"STC","L6","Domingo","10-01-2021",NA,NA,0
"1021",11484,"STC","L7","Domingo","10-01-2021",NA,NA,65324
"1022",11485,"STC","L8","Domingo","10-01-2021",NA,NA,98310
"1023",11486,"STC","L9","Domingo","10-01-2021",NA,NA,104523
"1024",11487,"STC","LA","Domingo","10-01-2021",NA,NA,126656
"1025",11488,"STC","LB","Domingo","10-01-2021",NA,NA,176342
"1026",11489,"STC","L12","Domingo","10-01-2021",NA,NA,106716
"1027",11490,"STC","L1","Lunes","11-01-2021",NA,NA,0
"1028",11491,"STC","L2","Lunes","11-01-2021",NA,NA,0
"1029",11492,"STC","L3","Lunes","11-01-2021",NA,NA,0
"1030",11493,"STC","L4","Lunes","11-01-2021",NA,NA,0
"1031",11494,"STC","L5","Lunes","11-01-2021",NA,NA,0
"1032",11495,"STC","L6","Lunes","11-01-2021",NA,NA,0
"1033",11496,"STC","L7","Lunes","11-01-2021",NA,NA,124258
"1034",11497,"STC","L8","Lunes","11-01-2021",NA,NA,190750
"1035",11498,"STC","L9","Lunes","11-01-2021",NA,NA,232624
"1036",11499,"STC","LA","Lunes","11-01-2021",NA,NA,182296
"1037",11500,"STC","LB","Lunes","11-01-2021",NA,NA,205949
"1038",11501,"STC","L12","Lunes","11-01-2021",NA,NA,179448
"1039",11502,"STC","L1","Martes","12-01-2021",NA,NA,0
"1040",11503,"STC","L2","Martes","12-01-2021",NA,NA,0
"1041",11504,"STC","L3","Martes","12-01-2021",NA,NA,0
"1042",11505,"STC","L4","Martes","12-01-2021",NA,NA,36710
"1043",11506,"STC","L5","Martes","12-01-2021",NA,NA,106139
"1044",11507,"STC","L6","Martes","12-01-2021",NA,NA,50926
"1045",11508,"STC","L7","Martes","12-01-2021",NA,NA,148858
"1046",11509,"STC","L8","Martes","12-01-2021",NA,NA,188818
"1047",11510,"STC","L9","Martes","12-01-2021",NA,NA,239710
"1048",11511,"STC","LA","Martes","12-01-2021",NA,NA,181153
"1049",11512,"STC","LB","Martes","12-01-2021",NA,NA,204127
"1050",11513,"STC","L12","Martes","12-01-2021",NA,NA,177667
"1051",11514,"STC","L1","Miércoles","13-01-2021",NA,NA,0
"1052",11515,"STC","L2","Miércoles","13-01-2021",NA,NA,0
"1053",11516,"STC","L3","Miércoles","13-01-2021",NA,NA,0
"1054",11517,"STC","L4","Miércoles","13-01-2021",NA,NA,33051
"1055",11518,"STC","L5","Miércoles","13-01-2021",NA,NA,95567
"1056",11519,"STC","L6","Miércoles","13-01-2021",NA,NA,47699
"1057",11520,"STC","L7","Miércoles","13-01-2021",NA,NA,141735
"1058",11521,"STC","L8","Miércoles","13-01-2021",NA,NA,198611
"1059",11522,"STC","L9","Miércoles","13-01-2021",NA,NA,235161
"1060",11523,"STC","LA","Miércoles","13-01-2021",NA,NA,198026
"1061",11524,"STC","LB","Miércoles","13-01-2021",NA,NA,216219
"1062",11525,"STC","L12","Miércoles","13-01-2021",NA,NA,179624
"1063",11526,"STC","L1","Jueves","14-01-2021",NA,NA,0
"1064",11527,"STC","L2","Jueves","14-01-2021",NA,NA,0
"1065",11528,"STC","L3","Jueves","14-01-2021",NA,NA,0
"1066",11529,"STC","L4","Jueves","14-01-2021",NA,NA,35149
"1067",11530,"STC","L5","Jueves","14-01-2021",NA,NA,107368
"1068",11531,"STC","L6","Jueves","14-01-2021",NA,NA,48261
"1069",11532,"STC","L7","Jueves","14-01-2021",NA,NA,134811
"1070",11533,"STC","L8","Jueves","14-01-2021",NA,NA,197954
"1071",11534,"STC","L9","Jueves","14-01-2021",NA,NA,247123
"1072",11535,"STC","LA","Jueves","14-01-2021",NA,NA,182800
"1073",11536,"STC","LB","Jueves","14-01-2021",NA,NA,212345
"1074",11537,"STC","L12","Jueves","14-01-2021",NA,NA,167763
"1075",11538,"STC","L1","Viernes","15-01-2021",NA,NA,0
"1076",11539,"STC","L2","Viernes","15-01-2021",NA,NA,0
"1077",11540,"STC","L3","Viernes","15-01-2021",NA,NA,0
"1078",11541,"STC","L4","Viernes","15-01-2021",NA,NA,32615
"1079",11542,"STC","L5","Viernes","15-01-2021",NA,NA,124760
"1080",11543,"STC","L6","Viernes","15-01-2021",NA,NA,50363
"1081",11544,"STC","L7","Viernes","15-01-2021",NA,NA,130931
"1082",11545,"STC","L8","Viernes","15-01-2021",NA,NA,202503
"1083",11546,"STC","L9","Viernes","15-01-2021",NA,NA,231185
"1084",11547,"STC","LA","Viernes","15-01-2021",NA,NA,178299
"1085",11548,"STC","LB","Viernes","15-01-2021",NA,NA,234615
"1086",11549,"STC","L12","Viernes","15-01-2021",NA,NA,166232
"1087",11550,"STC","L1","Sábado","16-01-2021",NA,NA,0
"1088",11551,"STC","L2","Sábado","16-01-2021",NA,NA,0
"1089",11552,"STC","L3","Sábado","16-01-2021",NA,NA,0
"1090",11553,"STC","L4","Sábado","16-01-2021",NA,NA,40530
"1091",11554,"STC","L5","Sábado","16-01-2021",NA,NA,89891
"1092",11555,"STC","L6","Sábado","16-01-2021",NA,NA,45272
"1093",11556,"STC","L7","Sábado","16-01-2021",NA,NA,113492
"1094",11557,"STC","L8","Sábado","16-01-2021",NA,NA,183823
"1095",11558,"STC","L9","Sábado","16-01-2021",NA,NA,208478
"1096",11559,"STC","LA","Sábado","16-01-2021",NA,NA,148267
"1097",11560,"STC","LB","Sábado","16-01-2021",NA,NA,221372
"1098",11561,"STC","L12","Sábado","16-01-2021",NA,NA,157164
"1099",11562,"STC","L1","Domingo","17-01-2021",NA,NA,0
"1100",11563,"STC","L2","Domingo","17-01-2021",NA,NA,0
"1101",11564,"STC","L3","Domingo","17-01-2021",NA,NA,0
"1102",11565,"STC","L4","Domingo","17-01-2021",NA,NA,24852
"1103",11566,"STC","L5","Domingo","17-01-2021",NA,NA,53959
"1104",11567,"STC","L6","Domingo","17-01-2021",NA,NA,19107
"1105",11568,"STC","L7","Domingo","17-01-2021",NA,NA,56438
"1106",11569,"STC","L8","Domingo","17-01-2021",NA,NA,91235
"1107",11570,"STC","L9","Domingo","17-01-2021",NA,NA,100709
"1108",11571,"STC","LA","Domingo","17-01-2021",NA,NA,97222
"1109",11572,"STC","LB","Domingo","17-01-2021",NA,NA,122288
"1110",11573,"STC","L12","Domingo","17-01-2021",NA,NA,80161
"1111",11574,"STC","L1","Lunes","18-01-2021",NA,NA,0
"1112",11575,"STC","L2","Lunes","18-01-2021",NA,NA,0
"1113",11576,"STC","L3","Lunes","18-01-2021",NA,NA,0
"1114",11577,"STC","L4","Lunes","18-01-2021",NA,NA,36779
"1115",11578,"STC","L5","Lunes","18-01-2021",NA,NA,114712
"1116",11579,"STC","L6","Lunes","18-01-2021",NA,NA,47281
"1117",11580,"STC","L7","Lunes","18-01-2021",NA,NA,130129
"1118",11581,"STC","L8","Lunes","18-01-2021",NA,NA,201568
"1119",11582,"STC","L9","Lunes","18-01-2021",NA,NA,194255
"1120",11583,"STC","LA","Lunes","18-01-2021",NA,NA,189857
"1121",11584,"STC","LB","Lunes","18-01-2021",NA,NA,223554
"1122",11585,"STC","L12","Lunes","18-01-2021",NA,NA,170320
"1123",11586,"STC","L1","Martes","19-01-2021",NA,NA,0
"1124",11587,"STC","L2","Martes","19-01-2021",NA,NA,0
"1125",11588,"STC","L3","Martes","19-01-2021",NA,NA,0
"1126",11589,"STC","L4","Martes","19-01-2021",NA,NA,36566
"1127",11590,"STC","L5","Martes","19-01-2021",NA,NA,104771
"1128",11591,"STC","L6","Martes","19-01-2021",NA,NA,54864
"1129",11592,"STC","L7","Martes","19-01-2021",NA,NA,155144
"1130",11593,"STC","L8","Martes","19-01-2021",NA,NA,194573
"1131",11594,"STC","L9","Martes","19-01-2021",NA,NA,251924
"1132",11595,"STC","LA","Martes","19-01-2021",NA,NA,211442
"1133",11596,"STC","LB","Martes","19-01-2021",NA,NA,207453
"1134",11597,"STC","L12","Martes","19-01-2021",NA,NA,204162
"1135",11598,"STC","L1","Miércoles","20-01-2021",NA,NA,0
"1136",11599,"STC","L2","Miércoles","20-01-2021",NA,NA,0
"1137",11600,"STC","L3","Miércoles","20-01-2021",NA,NA,0
"1138",11601,"STC","L4","Miércoles","20-01-2021",NA,NA,40412
"1139",11602,"STC","L5","Miércoles","20-01-2021",NA,NA,105862
"1140",11603,"STC","L6","Miércoles","20-01-2021",NA,NA,53814
"1141",11604,"STC","L7","Miércoles","20-01-2021",NA,NA,168638
"1142",11605,"STC","L8","Miércoles","20-01-2021",NA,NA,210319
"1143",11606,"STC","L9","Miércoles","20-01-2021",NA,NA,248064
"1144",11607,"STC","LA","Miércoles","20-01-2021",NA,NA,214901
"1145",11608,"STC","LB","Miércoles","20-01-2021",NA,NA,214888
"1146",11609,"STC","L12","Miércoles","20-01-2021",NA,NA,199253
"1147",11610,"STC","L1","Jueves","21-01-2021",NA,NA,0
"1148",11611,"STC","L2","Jueves","21-01-2021",NA,NA,0
"1149",11612,"STC","L3","Jueves","21-01-2021",NA,NA,0
"1150",11613,"STC","L4","Jueves","21-01-2021",NA,NA,42462
"1151",11614,"STC","L5","Jueves","21-01-2021",NA,NA,99718
"1152",11615,"STC","L6","Jueves","21-01-2021",NA,NA,56587
"1153",11616,"STC","L7","Jueves","21-01-2021",NA,NA,151373
"1154",11617,"STC","L8","Jueves","21-01-2021",NA,NA,197118
"1155",11618,"STC","L9","Jueves","21-01-2021",NA,NA,239384
"1156",11619,"STC","LA","Jueves","21-01-2021",NA,NA,189978
"1157",11620,"STC","LB","Jueves","21-01-2021",NA,NA,218451
"1158",11621,"STC","L12","Jueves","21-01-2021",NA,NA,183675
"1159",11622,"STC","L1","Viernes","22-01-2021",NA,NA,0
"1160",11623,"STC","L2","Viernes","22-01-2021",NA,NA,0
"1161",11624,"STC","L3","Viernes","22-01-2021",NA,NA,0
"1162",11625,"STC","L4","Viernes","22-01-2021",NA,NA,45489
"1163",11626,"STC","L5","Viernes","22-01-2021",NA,NA,107809
"1164",11627,"STC","L6","Viernes","22-01-2021",NA,NA,56298
"1165",11628,"STC","L7","Viernes","22-01-2021",NA,NA,148224
"1166",11629,"STC","L8","Viernes","22-01-2021",NA,NA,220370
"1167",11630,"STC","L9","Viernes","22-01-2021",NA,NA,256510
"1168",11631,"STC","LA","Viernes","22-01-2021",NA,NA,168697
"1169",11632,"STC","LB","Viernes","22-01-2021",NA,NA,226665
"1170",11633,"STC","L12","Viernes","22-01-2021",NA,NA,158308
"1171",11634,"STC","L1","Sábado","23-01-2021",NA,NA,0
"1172",11635,"STC","L2","Sábado","23-01-2021",NA,NA,0
"1173",11636,"STC","L3","Sábado","23-01-2021",NA,NA,0
"1174",11637,"STC","L4","Sábado","23-01-2021",NA,NA,35712
"1175",11638,"STC","L5","Sábado","23-01-2021",NA,NA,98442
"1176",11639,"STC","L6","Sábado","23-01-2021",NA,NA,41637
"1177",11640,"STC","L7","Sábado","23-01-2021",NA,NA,105149
"1178",11641,"STC","L8","Sábado","23-01-2021",NA,NA,184025
"1179",11642,"STC","L9","Sábado","23-01-2021",NA,NA,211208
"1180",11643,"STC","LA","Sábado","23-01-2021",NA,NA,169173
"1181",11644,"STC","LB","Sábado","23-01-2021",NA,NA,204345
"1182",11645,"STC","L12","Sábado","23-01-2021",NA,NA,156727
"1183",11646,"STC","L1","Domingo","24-01-2021",NA,NA,0
"1184",11647,"STC","L2","Domingo","24-01-2021",NA,NA,0
"1185",11648,"STC","L3","Domingo","24-01-2021",NA,NA,0
"1186",11649,"STC","L4","Domingo","24-01-2021",NA,NA,23716
"1187",11650,"STC","L5","Domingo","24-01-2021",NA,NA,61625
"1188",11651,"STC","L6","Domingo","24-01-2021",NA,NA,21323
"1189",11652,"STC","L7","Domingo","24-01-2021",NA,NA,57554
"1190",11653,"STC","L8","Domingo","24-01-2021",NA,NA,136189
"1191",11654,"STC","L9","Domingo","24-01-2021",NA,NA,133952
"1192",11655,"STC","LA","Domingo","24-01-2021",NA,NA,137618
"1193",11656,"STC","LB","Domingo","24-01-2021",NA,NA,112262
"1194",11657,"STC","L12","Domingo","24-01-2021",NA,NA,117843
"1195",11658,"STC","L1","Lunes","25-01-2021",NA,NA,249365
"1196",11659,"STC","L2","Lunes","25-01-2021",NA,NA,0
"1197",11660,"STC","L3","Lunes","25-01-2021",NA,NA,0
"1198",11661,"STC","L4","Lunes","25-01-2021",NA,NA,36008
"1199",11662,"STC","L5","Lunes","25-01-2021",NA,NA,113472
"1200",11663,"STC","L6","Lunes","25-01-2021",NA,NA,50494
"1201",11664,"STC","L7","Lunes","25-01-2021",NA,NA,126166
"1202",11665,"STC","L8","Lunes","25-01-2021",NA,NA,193088
"1203",11666,"STC","L9","Lunes","25-01-2021",NA,NA,214823
"1204",11667,"STC","LA","Lunes","25-01-2021",NA,NA,207978
"1205",11668,"STC","LB","Lunes","25-01-2021",NA,NA,216543
"1206",11669,"STC","L12","Lunes","25-01-2021",NA,NA,206784
"1207",11670,"STC","L1","Martes","26-01-2021",NA,NA,265537
"1208",11671,"STC","L2","Martes","26-01-2021",NA,NA,0
"1209",11672,"STC","L3","Martes","26-01-2021",NA,NA,0
"1210",11673,"STC","L4","Martes","26-01-2021",NA,NA,40029
"1211",11674,"STC","L5","Martes","26-01-2021",NA,NA,113903
"1212",11675,"STC","L6","Martes","26-01-2021",NA,NA,58693
"1213",11676,"STC","L7","Martes","26-01-2021",NA,NA,144972
"1214",11677,"STC","L8","Martes","26-01-2021",NA,NA,180055
"1215",11678,"STC","L9","Martes","26-01-2021",NA,NA,218307
"1216",11679,"STC","LA","Martes","26-01-2021",NA,NA,217052
"1217",11680,"STC","LB","Martes","26-01-2021",NA,NA,200142
"1218",11681,"STC","L12","Martes","26-01-2021",NA,NA,202705
"1219",11682,"STC","L1","Miércoles","27-01-2021",NA,NA,251542
"1220",11683,"STC","L2","Miércoles","27-01-2021",NA,NA,0
"1221",11684,"STC","L3","Miércoles","27-01-2021",NA,NA,0
"1222",11685,"STC","L4","Miércoles","27-01-2021",NA,NA,36678
"1223",11686,"STC","L5","Miércoles","27-01-2021",NA,NA,113620
"1224",11687,"STC","L6","Miércoles","27-01-2021",NA,NA,51297
"1225",11688,"STC","L7","Miércoles","27-01-2021",NA,NA,131122
"1226",11689,"STC","L8","Miércoles","27-01-2021",NA,NA,203389
"1227",11690,"STC","L9","Miércoles","27-01-2021",NA,NA,212851
"1228",11691,"STC","LA","Miércoles","27-01-2021",NA,NA,209260
"1229",11692,"STC","LB","Miércoles","27-01-2021",NA,NA,200848
"1230",11693,"STC","L12","Miércoles","27-01-2021",NA,NA,212730
"1231",11694,"STC","L1","Jueves","28-01-2021",NA,NA,283383
"1232",11695,"STC","L2","Jueves","28-01-2021",NA,NA,0
"1233",11696,"STC","L3","Jueves","28-01-2021",NA,NA,0
"1234",11697,"STC","L4","Jueves","28-01-2021",NA,NA,36018
"1235",11698,"STC","L5","Jueves","28-01-2021",NA,NA,104985
"1236",11699,"STC","L6","Jueves","28-01-2021",NA,NA,49510
"1237",11700,"STC","L7","Jueves","28-01-2021",NA,NA,133925
"1238",11701,"STC","L8","Jueves","28-01-2021",NA,NA,201200
"1239",11702,"STC","L9","Jueves","28-01-2021",NA,NA,211045
"1240",11703,"STC","LA","Jueves","28-01-2021",NA,NA,179880
"1241",11704,"STC","LB","Jueves","28-01-2021",NA,NA,202737
"1242",11705,"STC","L12","Jueves","28-01-2021",NA,NA,200534
"1243",11706,"STC","L1","Viernes","29-01-2021",NA,NA,285599
"1244",11707,"STC","L2","Viernes","29-01-2021",NA,NA,0
"1245",11708,"STC","L3","Viernes","29-01-2021",NA,NA,0
"1246",11709,"STC","L4","Viernes","29-01-2021",NA,NA,38437
"1247",11710,"STC","L5","Viernes","29-01-2021",NA,NA,129236
"1248",11711,"STC","L6","Viernes","29-01-2021",NA,NA,58997
"1249",11712,"STC","L7","Viernes","29-01-2021",NA,NA,142513
"1250",11713,"STC","L8","Viernes","29-01-2021",NA,NA,202347
"1251",11714,"STC","L9","Viernes","29-01-2021",NA,NA,205390
"1252",11715,"STC","LA","Viernes","29-01-2021",NA,NA,191087
"1253",11716,"STC","LB","Viernes","29-01-2021",NA,NA,216335
"1254",11717,"STC","L12","Viernes","29-01-2021",NA,NA,163245
"1255",11718,"STC","L1","Sábado","30-01-2021",NA,NA,262330
"1256",11719,"STC","L2","Sábado","30-01-2021",NA,NA,0
"1257",11720,"STC","L3","Sábado","30-01-2021",NA,NA,0
"1258",11721,"STC","L4","Sábado","30-01-2021",NA,NA,34389
"1259",11722,"STC","L5","Sábado","30-01-2021",NA,NA,92767
"1260",11723,"STC","L6","Sábado","30-01-2021",NA,NA,42049
"1261",11724,"STC","L7","Sábado","30-01-2021",NA,NA,117387
"1262",11725,"STC","L8","Sábado","30-01-2021",NA,NA,177172
