"","id","organismo","linea_servicio","dia","fecha","afluencia_tarjeta","afluencia_boleto","afluencia_total"
"514",22427,"RTP","Expreso","Lunes","11-01-2021",1792,21741,23533
"515",22428,"RTP","Atenea","Lunes","11-01-2021",NA,9837,9837
"516",22429,"RTP","Ecobús","Lunes","11-01-2021",1188,14017,15205
"517",22430,"RTP","Nocturno","Lunes","11-01-2021",1,195,196
"518",22431,"RTP","Eco Atenea","Lunes","11-01-2021",NA,403,403
"519",22432,"RTP","Expreso Directo","Lunes","11-01-2021",87,846,933
"520",22433,"RTP","Temporal Peñón-Panteón San Isidro-Metro Camarones","Lunes","11-01-2021",22,741,763
"521",26266,"RTP","SEFI Metro","Lunes","11-01-2021",2575,103894,106469
"522",22434,"RTP","Ordinario","Martes","12-01-2021",1146,41452,42598
"523",22435,"RTP","Expreso","Martes","12-01-2021",2157,22040,24197
"524",22436,"RTP","Atenea","Martes","12-01-2021",NA,8093,8093
"525",22437,"RTP","Ecobús","Martes","12-01-2021",1567,12963,14530
"526",22438,"RTP","Nocturno","Martes","12-01-2021",4,265,269
"527",22439,"RTP","Eco Atenea","Martes","12-01-2021",NA,2441,2441
"528",22440,"RTP","Expreso Directo","Martes","12-01-2021",102,801,903
"529",22441,"RTP","Temporal Peñón-Panteón San Isidro-Metro Camarones","Martes","12-01-2021",57,498,555
"530",26267,"RTP","SEFI Metro","Martes","12-01-2021",2714,96061,98775
"531",22442,"RTP","Ordinario","Miércoles","13-01-2021",1383,51506,52889
"532",22443,"RTP","Expreso","Miércoles","13-01-2021",1746,26333,28079
"533",22444,"RTP","Atenea","Miércoles","13-01-2021",NA,8177,8177
"534",22445,"RTP","Ecobús","Miércoles","13-01-2021",1694,15260,16954
"535",22446,"RTP","Nocturno","Miércoles","13-01-2021",3,241,244
"536",22447,"RTP","Eco Atenea","Miércoles","13-01-2021",NA,2510,2510
"537",22448,"RTP","Expreso Directo","Miércoles","13-01-2021",93,757,850
"538",22449,"RTP","Temporal Peñón-Panteón San Isidro-Metro Camarones","Miércoles","13-01-2021",61,611,672
"539",26268,"RTP","SEFI Metro","Miércoles","13-01-2021",3508,91110,94618
"540",22450,"RTP","Ordinario","Jueves","14-01-2021",1571,56016,57587
"541",22451,"RTP","Expreso","Jueves","14-01-2021",2525,31959,34484
"542",22452,"RTP","Atenea","Jueves","14-01-2021",NA,7841,7841
"543",22453,"RTP","Ecobús","Jueves","14-01-2021",1553,15754,17307
"544",22454,"RTP","Nocturno","Jueves","14-01-2021",11,298,309
"545",22455,"RTP","Eco Atenea","Jueves","14-01-2021",NA,272,272
"546",22456,"RTP","Expreso Directo","Jueves","14-01-2021",94,769,863
"547",22457,"RTP","Temporal Peñón-Panteón San Isidro-Metro Camarones","Jueves","14-01-2021",55,739,794
"548",26269,"RTP","SEFI Metro","Jueves","14-01-2021",3075,86490,89565
"549",22458,"RTP","Ordinario","Viernes","15-01-2021",1526,55503,57029
"550",22459,"RTP","Expreso","Viernes","15-01-2021",2403,31467,33870
"551",22460,"RTP","Atenea","Viernes","15-01-2021",NA,8204,8204
"552",22461,"RTP","Ecobús","Viernes","15-01-2021",1316,15927,17243
"553",22462,"RTP","Nocturno","Viernes","15-01-2021",11,422,433
"554",22463,"RTP","Eco Atenea","Viernes","15-01-2021",NA,1442,1442
"555",22464,"RTP","Expreso Directo","Viernes","15-01-2021",65,774,839
"556",22465,"RTP","Temporal Peñón-Panteón San Isidro-Metro Camarones","Viernes","15-01-2021",41,731,772
"557",26270,"RTP","SEFI Metro","Viernes","15-01-2021",2919,92719,95638
"558",22466,"RTP","Ordinario","Sábado","16-01-2021",581,31243,31824
"559",22467,"RTP","Expreso","Sábado","16-01-2021",779,18372,19151
"560",22468,"RTP","Atenea","Sábado","16-01-2021",NA,3421,3421
"561",22469,"RTP","Ecobús","Sábado","16-01-2021",671,12819,13490
"562",22470,"RTP","Nocturno","Sábado","16-01-2021",7,296,303
"563",22471,"RTP","Eco Atenea","Sábado","16-01-2021",NA,0,0
"564",22472,"RTP","Expreso Directo","Sábado","16-01-2021",8,247,255
"565",22473,"RTP","Temporal Peñón-Panteón San Isidro-Metro Camarones","Sábado","16-01-2021",2,303,305
"566",26271,"RTP","SEFI Metro","Sábado","16-01-2021",1452,65289,66741
"567",22474,"RTP","Ordinario","Domingo","17-01-2021",553,25444,25997
"568",22475,"RTP","Expreso","Domingo","17-01-2021",523,12582,13105
"569",22476,"RTP","Atenea","Domingo","17-01-2021",NA,711,711
"570",22477,"RTP","Ecobús","Domingo","17-01-2021",339,4724,5063
"571",22478,"RTP","Nocturno","Domingo","17-01-2021",4,320,324
"572",22479,"RTP","Eco Atenea","Domingo","17-01-2021",NA,0,0
"573",22480,"RTP","Expreso Directo","Domingo","17-01-2021",0,0,0
"574",22481,"RTP","Temporal Peñón-Panteón San Isidro-Metro Camarones","Domingo","17-01-2021",9,155,164
"575",26272,"RTP","SEFI Metro","Domingo","17-01-2021",1464,52714,54178
"576",22482,"RTP","Ordinario","Lunes","18-01-2021",1309,53290,54599
"577",22483,"RTP","Expreso","Lunes","18-01-2021",1121,20248,21369
"578",22484,"RTP","Atenea","Lunes","18-01-2021",NA,10525,10525
"579",22485,"RTP","Ecobús","Lunes","18-01-2021",1432,16384,17816
"580",22486,"RTP","Nocturno","Lunes","18-01-2021",3,245,248
"581",22487,"RTP","Eco Atenea","Lunes","18-01-2021",NA,51,51
"582",22488,"RTP","Expreso Directo","Lunes","18-01-2021",89,698,787
"583",22489,"RTP","Temporal Peñón-Panteón San Isidro-Metro Camarones","Lunes","18-01-2021",37,500,537
"584",26273,"RTP","SEFI Metro","Lunes","18-01-2021",2451,97880,100331
"585",22490,"RTP","Ordinario","Martes","19-01-2021",1361,49074,50435
"586",22491,"RTP","Expreso","Martes","19-01-2021",1636,24480,26116
"587",22492,"RTP","Atenea","Martes","19-01-2021",NA,11894,11894
"588",22493,"RTP","Ecobús","Martes","19-01-2021",1369,16041,17410
"589",22494,"RTP","Nocturno","Martes","19-01-2021",13,341,354
"590",22495,"RTP","Eco Atenea","Martes","19-01-2021",NA,225,225
"591",22496,"RTP","Expreso Directo","Martes","19-01-2021",97,830,927
"592",22497,"RTP","Temporal Peñón-Panteón San Isidro-Metro Camarones","Martes","19-01-2021",37,1176,1213
"593",26274,"RTP","SEFI Metro","Martes","19-01-2021",3157,99089,102246
"594",22498,"RTP","Ordinario","Miércoles","20-01-2021",1571,52038,53609
"595",22499,"RTP","Expreso","Miércoles","20-01-2021",1597,22905,24502
"596",22500,"RTP","Atenea","Miércoles","20-01-2021",NA,11732,11732
"597",22501,"RTP","Ecobús","Miércoles","20-01-2021",1307,15215,16522
"598",22502,"RTP","Nocturno","Miércoles","20-01-2021",4,326,330
"599",22503,"RTP","Eco Atenea","Miércoles","20-01-2021",NA,593,593
"600",22504,"RTP","Expreso Directo","Miércoles","20-01-2021",102,809,911
"601",22505,"RTP","Temporal Peñón-Panteón San Isidro-Metro Camarones","Miércoles","20-01-2021",62,890,952
"602",26275,"RTP","SEFI Metro","Miércoles","20-01-2021",3400,97377,100777
"603",22506,"RTP","Ordinario","Jueves","21-01-2021",1716,55647,57363
"604",22507,"RTP","Expreso","Jueves","21-01-2021",1675,23091,24766
"605",22508,"RTP","Atenea","Jueves","21-01-2021",NA,13440,13440
"606",22509,"RTP","Ecobús","Jueves","21-01-2021",1483,16435,17918
"607",22510,"RTP","Nocturno","Jueves","21-01-2021",10,353,363
"608",22511,"RTP","Eco Atenea","Jueves","21-01-2021",NA,448,448
"609",22512,"RTP","Expreso Directo","Jueves","21-01-2021",98,767,865
"610",22513,"RTP","Temporal Peñón-Panteón San Isidro-Metro Camarones","Jueves","21-01-2021",22,393,415
"611",26276,"RTP","SEFI Metro","Jueves","21-01-2021",4023,100608,104631
"612",22514,"RTP","Ordinario","Viernes","22-01-2021",1460,56203,57663
"613",22515,"RTP","Expreso","Viernes","22-01-2021",1609,26995,28604
"614",22516,"RTP","Atenea","Viernes","22-01-2021",NA,14260,14260
"615",22517,"RTP","Ecobús","Viernes","22-01-2021",1302,17146,18448
"616",22518,"RTP","Nocturno","Viernes","22-01-2021",9,295,304
"617",22519,"RTP","Eco Atenea","Viernes","22-01-2021",NA,98,98
"618",22520,"RTP","Expreso Directo","Viernes","22-01-2021",83,768,851
"619",22521,"RTP","Temporal Peñón-Panteón San Isidro-Metro Camarones","Viernes","22-01-2021",71,826,897
"620",26277,"RTP","SEFI Metro","Viernes","22-01-2021",4124,102787,106911
"621",22522,"RTP","Ordinario","Sábado","23-01-2021",898,37307,38205
"622",22523,"RTP","Expreso","Sábado","23-01-2021",915,17622,18537
"623",22524,"RTP","Atenea","Sábado","23-01-2021",NA,2034,2034
"624",22525,"RTP","Ecobús","Sábado","23-01-2021",699,11960,12659
"625",22526,"RTP","Nocturno","Sábado","23-01-2021",4,315,319
"626",22527,"RTP","Eco Atenea","Sábado","23-01-2021",NA,0,0
"627",22528,"RTP","Expreso Directo","Sábado","23-01-2021",16,231,247
"628",22529,"RTP","Temporal Peñón-Panteón San Isidro-Metro Camarones","Sábado","23-01-2021",22,454,476
"629",26278,"RTP","SEFI Metro","Sábado","23-01-2021",2739,77078,79817
"630",22530,"RTP","Ordinario","Domingo","24-01-2021",576,27713,28289
"631",22531,"RTP","Expreso","Domingo","24-01-2021",518,13101,13619
"632",22532,"RTP","Atenea","Domingo","24-01-2021",NA,955,955
"633",22533,"RTP","Ecobús","Domingo","24-01-2021",682,6284,6966
"634",22534,"RTP","Nocturno","Domingo","24-01-2021",4,289,293
"635",22535,"RTP","Eco Atenea","Domingo","24-01-2021",NA,0,0
"636",22536,"RTP","Expreso Directo","Domingo","24-01-2021",0,0,0
"637",22537,"RTP","Temporal Peñón-Panteón San Isidro-Metro Camarones","Domingo","24-01-2021",38,638,676
"638",26279,"RTP","SEFI Metro","Domingo","24-01-2021",2025,59217,61242
"639",22538,"RTP","Ordinario","Lunes","25-01-2021",1449,54426,55875
"640",22539,"RTP","Expreso","Lunes","25-01-2021",1688,26991,28679
"641",22540,"RTP","Atenea","Lunes","25-01-2021",NA,14565,14565
"642",22541,"RTP","Ecobús","Lunes","25-01-2021",1320,15004,16324
"643",22542,"RTP","Nocturno","Lunes","25-01-2021",1,248,249
"644",22543,"RTP","Eco Atenea","Lunes","25-01-2021",NA,249,249
"645",22544,"RTP","Expreso Directo","Lunes","25-01-2021",86,836,922
"646",22545,"RTP","Temporal Peñón-Panteón San Isidro-Metro Camarones","Lunes","25-01-2021",31,457,488
"647",26280,"RTP","SEFI Metro","Lunes","25-01-2021",3770,84094,87864
"648",22546,"RTP","Ordinario","Martes","26-01-2021",1760,59336,61096
"649",22547,"RTP","Expreso","Martes","26-01-2021",2437,30173,32610
"650",22548,"RTP","Atenea","Martes","26-01-2021",NA,13429,13429
"651",22549,"RTP","Ecobús","Martes","26-01-2021",1543,15808,17351
"652",22550,"RTP","Nocturno","Martes","26-01-2021",6,393,399
"653",22551,"RTP","Eco Atenea","Martes","26-01-2021",NA,451,451
"654",22552,"RTP","Expreso Directo","Martes","26-01-2021",110,783,893
"655",22553,"RTP","Temporal Peñón-Panteón San Isidro-Metro Camarones","Martes","26-01-2021",42,870,912
"656",26281,"RTP","SEFI Metro","Martes","26-01-2021",3745,77504,81249
"657",22554,"RTP","Ordinario","Miércoles","27-01-2021",1903,59424,61327
"658",22555,"RTP","Expreso","Miércoles","27-01-2021",2381,29820,32201
"659",22556,"RTP","Atenea","Miércoles","27-01-2021",NA,13801,13801
"660",22557,"RTP","Ecobús","Miércoles","27-01-2021",1679,16564,18243
"661",22558,"RTP","Nocturno","Miércoles","27-01-2021",8,296,304
"662",22559,"RTP","Eco Atenea","Miércoles","27-01-2021",NA,389,389
"663",22560,"RTP","Expreso Directo","Miércoles","27-01-2021",124,783,907
"664",22561,"RTP","Temporal Peñón-Panteón San Isidro-Metro Camarones","Miércoles","27-01-2021",53,880,933
"665",26282,"RTP","SEFI Metro","Miércoles","27-01-2021",3836,75562,79398
"666",22562,"RTP","Ordinario","Jueves","28-01-2021",1923,63527,65450
"667",22563,"RTP","Expreso","Jueves","28-01-2021",2198,30153,32351
"668",22564,"RTP","Atenea","Jueves","28-01-2021",NA,13909,13909
"669",22565,"RTP","Ecobús","Jueves","28-01-2021",1616,16693,18309
"670",22566,"RTP","Nocturno","Jueves","28-01-2021",6,295,301
"671",22567,"RTP","Eco Atenea","Jueves","28-01-2021",NA,503,503
"672",22568,"RTP","Expreso Directo","Jueves","28-01-2021",96,789,885
"673",22569,"RTP","Temporal Peñón-Panteón San Isidro-Metro Camarones","Jueves","28-01-2021",52,837,889
"674",26283,"RTP","SEFI Metro","Jueves","28-01-2021",3935,76011,79946
"675",22570,"RTP","Ordinario","Viernes","29-01-2021",1894,66697,68591
"676",22571,"RTP","Expreso","Viernes","29-01-2021",2222,30727,32949
"677",22572,"RTP","Atenea","Viernes","29-01-2021",NA,12598,12598
"678",22573,"RTP","Ecobús","Viernes","29-01-2021",1519,15936,17455
"679",22574,"RTP","Nocturno","Viernes","29-01-2021",8,291,299
"680",22575,"RTP","Eco Atenea","Viernes","29-01-2021",NA,605,605
"681",22576,"RTP","Expreso Directo","Viernes","29-01-2021",74,815,889
"682",22577,"RTP","Temporal Peñón-Panteón San Isidro-Metro Camarones","Viernes","29-01-2021",60,939,999
"683",26284,"RTP","SEFI Metro","Viernes","29-01-2021",3930,84161,88091
"684",22578,"RTP","Ordinario","Sábado","30-01-2021",1325,42298,43623
"685",22579,"RTP","Expreso","Sábado","30-01-2021",868,20301,21169
"686",22580,"RTP","Atenea","Sábado","30-01-2021",NA,2384,2384
"687",22581,"RTP","Ecobús","Sábado","30-01-2021",789,11947,12736
"688",22582,"RTP","Nocturno","Sábado","30-01-2021",6,314,320
"689",22583,"RTP","Eco Atenea","Sábado","30-01-2021",NA,0,0
"690",22584,"RTP","Expreso Directo","Sábado","30-01-2021",9,246,255
"691",22585,"RTP","Temporal Peñón-Panteón San Isidro-Metro Camarones","Sábado","30-01-2021",20,396,416
"692",26285,"RTP","SEFI Metro","Sábado","30-01-2021",2907,68243,71150
"693",22586,"RTP","Ordinario","Domingo","31-01-2021",829,31820,32649
"694",22587,"RTP","Expreso","Domingo","31-01-2021",716,16030,16746
"695",22588,"RTP","Atenea","Domingo","31-01-2021",NA,919,919
"696",22589,"RTP","Ecobús","Domingo","31-01-2021",660,7658,8318
"697",22590,"RTP","Nocturno","Domingo","31-01-2021",11,360,371
"698",22591,"RTP","Eco Atenea","Domingo","31-01-2021",NA,0,0
"699",22592,"RTP","Expreso Directo","Domingo","31-01-2021",0,0,0
"700",22593,"RTP","Temporal Peñón-Panteón San Isidro-Metro Camarones","Domingo","31-01-2021",11,334,345
"701",26286,"RTP","SEFI Metro","Domingo","31-01-2021",2090,47943,50033
"702",22594,"RTP","Ordinario","Lunes","01-02-2021",1325,51871,53196
"703",22595,"RTP","Expreso","Lunes","01-02-2021",1273,22635,23908
"704",22596,"RTP","Atenea","Lunes","01-02-2021",NA,3551,3551
"705",22597,"RTP","Ecobús","Lunes","01-02-2021",653,9999,10652
"706",22598,"RTP","Nocturno","Lunes","01-02-2021",5,221,226
"707",22599,"RTP","Eco Atenea","Lunes","01-02-2021",NA,0,0
"708",22600,"RTP","Expreso Directo","Lunes","01-02-2021",7,166,173
"709",22601,"RTP","Temporal Peñón-Panteón San Isidro-Metro Camarones","Lunes","01-02-2021",40,897,937
"710",26287,"RTP","SEFI Metro","Lunes","01-02-2021",1597,39853,41450
"711",22602,"RTP","Ordinario","Martes","02-02-2021",2070,70679,72749
"712",22603,"RTP","Expreso","Martes","02-02-2021",2799,35432,38231
"713",22604,"RTP","Atenea","Martes","02-02-2021",NA,12100,12100
"714",22605,"RTP","Ecobús","Martes","02-02-2021",1265,17796,19061
"715",22606,"RTP","Nocturno","Martes","02-02-2021",8,355,363
"716",22607,"RTP","Eco Atenea","Martes","02-02-2021",NA,407,407
"717",22608,"RTP","Expreso Directo","Martes","02-02-2021",103,842,945
"718",22609,"RTP","Temporal Peñón-Panteón San Isidro-Metro Camarones","Martes","02-02-2021",53,802,855
"719",26288,"RTP","SEFI Metro","Martes","02-02-2021",2204,57595,59799
"720",22610,"RTP","Ordinario","Miércoles","03-02-2021",2220,73646,75866
"721",22611,"RTP","Expreso","Miércoles","03-02-2021",3007,33811,36818
"722",22612,"RTP","Atenea","Miércoles","03-02-2021",NA,10747,10747
"723",22613,"RTP","Ecobús","Miércoles","03-02-2021",1554,17360,18914
"724",22614,"RTP","Nocturno","Miércoles","03-02-2021",10,316,326
"725",22615,"RTP","Eco Atenea","Miércoles","03-02-2021",NA,362,362
"726",22616,"RTP","Expreso Directo","Miércoles","03-02-2021",90,835,925
"727",22617,"RTP","Temporal Peñón-Panteón San Isidro-Metro Camarones","Miércoles","03-02-2021",52,1100,1152
"728",26289,"RTP","SEFI Metro","Miércoles","03-02-2021",2384,52635,55019
"729",22618,"RTP","Ordinario","Jueves","04-02-2021",2321,70384,72705
"730",22619,"RTP","Expreso","Jueves","04-02-2021",3033,33593,36626
"731",22620,"RTP","Atenea","Jueves","04-02-2021",NA,12031,12031
"732",22621,"RTP","Ecobús","Jueves","04-02-2021",1663,16559,18222
"733",22622,"RTP","Nocturno","Jueves","04-02-2021",16,336,352
"734",22623,"RTP","Eco Atenea","Jueves","04-02-2021",NA,312,312
"735",22624,"RTP","Expreso Directo","Jueves","04-02-2021",90,848,938
"736",22625,"RTP","Temporal Peñón-Panteón San Isidro-Metro Camarones","Jueves","04-02-2021",28,948,976
"737",26290,"RTP","SEFI Metro","Jueves","04-02-2021",2813,55100,57913
"738",22626,"RTP","Ordinario","Viernes","05-02-2021",2017,63906,65923
"739",22627,"RTP","Expreso","Viernes","05-02-2021",3046,32314,35360
"740",22628,"RTP","Atenea","Viernes","05-02-2021",NA,9128,9128
"741",22629,"RTP","Ecobús","Viernes","05-02-2021",1505,19057,20562
"742",22630,"RTP","Nocturno","Viernes","05-02-2021",15,381,396
"743",22631,"RTP","Eco Atenea","Viernes","05-02-2021",NA,170,170
"744",22632,"RTP","Expreso Directo","Viernes","05-02-2021",118,800,918
"745",22633,"RTP","Temporal Peñón-Panteón San Isidro-Metro Camarones","Viernes","05-02-2021",64,1036,1100
"746",26291,"RTP","SEFI Metro","Viernes","05-02-2021",2574,49032,51606
"747",22634,"RTP","Ordinario","Sábado","06-02-2021",1269,42037,43306
"748",22635,"RTP","Expreso","Sábado","06-02-2021",1581,21514,23095
"749",22636,"RTP","Atenea","Sábado","06-02-2021",NA,3995,3995
"750",22637,"RTP","Ecobús","Sábado","06-02-2021",670,12017,12687
"751",22638,"RTP","Nocturno","Sábado","06-02-2021",17,370,387
"752",22639,"RTP","Eco Atenea","Sábado","06-02-2021",NA,0,0
"753",22640,"RTP","Expreso Directo","Sábado","06-02-2021",19,243,262
"754",22641,"RTP","Temporal Peñón-Panteón San Isidro-Metro Camarones","Sábado","06-02-2021",28,699,727
"755",26292,"RTP","SEFI Metro","Sábado","06-02-2021",1344,38319,39663
"756",22642,"RTP","Ordinario","Domingo","07-02-2021",883,33753,34636
"757",22643,"RTP","Expreso","Domingo","07-02-2021",953,16983,17936
"758",22644,"RTP","Atenea","Domingo","07-02-2021",0,2336,2336
"759",22645,"RTP","Ecobús","Domingo","07-02-2021",423,10119,10542
"760",22646,"RTP","Nocturno","Domingo","07-02-2021",8,322,330
"761",22647,"RTP","Eco Atenea","Domingo","07-02-2021",0,0,0
"762",22648,"RTP","Expreso Directo","Domingo","07-02-2021",0,0,0
"763",22649,"RTP","Temporal Peñón-Panteón San Isidro-Metro Camarones","Domingo","07-02-2021",15,493,508
"764",26293,"RTP","SEFI Metro","Domingo","07-02-2021",869,22172,23041
"765",22650,"RTP","Ordinario","Lunes","08-02-2021",1996,82598,84594
"766",22651,"RTP","Expreso","Lunes","08-02-2021",2987,36183,39170
"767",22652,"RTP","Atenea","Lunes","08-02-2021",NA,15450,15450
"768",22653,"RTP","Ecobús","Lunes","08-02-2021",1565,17779,19344
"769",22654,"RTP","Nocturno","Lunes","08-02-2021",7,254,261
"770",22655,"RTP","Eco Atenea","Lunes","08-02-2021",NA,1121,1121
"771",22656,"RTP","Expreso Directo","Lunes","08-02-2021",79,832,911
"772",22657,"RTP","Temporal Peñón-Panteón San Isidro-Metro Camarones","Lunes","08-02-2021",59,830,889
"773",26294,"RTP","SEFI Metro","Lunes","08-02-2021",480,12803,13283
"774",22658,"RTP","Ordinario","Martes","09-02-2021",2196,80961,83157
"775",22659,"RTP","Expreso","Martes","09-02-2021",3470,40813,44283
"776",22660,"RTP","Atenea","Martes","09-02-2021",NA,13688,13688
"777",22661,"RTP","Ecobús","Martes","09-02-2021",1940,17832,19772
"778",22662,"RTP","Nocturno","Martes","09-02-2021",16,357,373
"779",22663,"RTP","Eco Atenea","Martes","09-02-2021",NA,863,863
"780",22664,"RTP","Expreso Directo","Martes","09-02-2021",124,812,936
"781",22665,"RTP","Temporal Peñón-Panteón San Isidro-Metro Camarones","Martes","09-02-2021",45,881,926
"782",26295,"RTP","SEFI Metro","Martes","09-02-2021",358,7275,7633
"783",22666,"RTP","Ordinario","Miércoles","10-02-2021",2172,84325,86497
"784",22667,"RTP","Expreso","Miércoles","10-02-2021",4076,47467,51543
"785",22668,"RTP","Atenea","Miércoles","10-02-2021",NA,13563,13563
"786",22669,"RTP","Ecobús","Miércoles","10-02-2021",2124,18529,20653
"787",22670,"RTP","Nocturno","Miércoles","10-02-2021",7,372,379
"788",22671,"RTP","Eco Atenea","Miércoles","10-02-2021",NA,151,151
"789",22672,"RTP","Expreso Directo","Miércoles","10-02-2021",107,835,942
"790",22673,"RTP","Temporal Peñón-Panteón San Isidro-Metro Camarones","Miércoles","10-02-2021",38,1394,1432
"791",26296,"RTP","SEFI Metro","Miércoles","10-02-2021",225,5119,5344
"792",22674,"RTP","Ordinario","Jueves","11-02-2021",2417,86782,89199
"793",22675,"RTP","Expreso","Jueves","11-02-2021",4187,48365,52552
"794",22676,"RTP","Atenea","Jueves","11-02-2021",NA,11745,11745
"795",22677,"RTP","Ecobús","Jueves","11-02-2021",2030,18828,20858
"796",22678,"RTP","Nocturno","Jueves","11-02-2021",14,368,382
"797",22679,"RTP","Eco Atenea","Jueves","11-02-2021",NA,108,108
"798",22680,"RTP","Expreso Directo","Jueves","11-02-2021",115,810,925
"799",22681,"RTP","Temporal Peñón-Panteón San Isidro-Metro Camarones","Jueves","11-02-2021",69,1271,1340
"800",26297,"RTP","SEFI Metro","Jueves","11-02-2021",206,3525,3731
"801",22682,"RTP","Ordinario","Viernes","12-02-2021",2480,93301,95781
"802",22683,"RTP","Expreso","Viernes","12-02-2021",4164,48674,52838
"803",22684,"RTP","Atenea","Viernes","12-02-2021",NA,12592,12592
"804",22685,"RTP","Ecobús","Viernes","12-02-2021",1953,19558,21511
"805",22686,"RTP","Nocturno","Viernes","12-02-2021",13,345,358
"806",22687,"RTP","Eco Atenea","Viernes","12-02-2021",NA,215,215
"807",22688,"RTP","Expreso Directo","Viernes","12-02-2021",97,806,903
"808",22689,"RTP","Temporal Peñón-Panteón San Isidro-Metro Camarones","Viernes","12-02-2021",93,2180,2273
"809",26298,"RTP","SEFI Metro","Viernes","12-02-2021",1,1699,1700
"810",22690,"RTP","Ordinario","Sábado","13-02-2021",1628,67044,68672
"811",22691,"RTP","Expreso","Sábado","13-02-2021",2326,34481,36807
"812",22692,"RTP","Atenea","Sábado","13-02-2021",NA,1386,1386
"813",22693,"RTP","Ecobús","Sábado","13-02-2021",1171,13634,14805
"814",22694,"RTP","Nocturno","Sábado","13-02-2021",4,371,375
"815",22695,"RTP","Eco Atenea","Sábado","13-02-2021",NA,NA,NA
"816",22696,"RTP","Expreso Directo","Sábado","13-02-2021",11,256,267
"817",22697,"RTP","Temporal Peñón-Panteón San Isidro-Metro Camarones","Sábado","13-02-2021",58,1032,1090
"818",22698,"RTP","Ordinario","Domingo","14-02-2021",934,44019,44953
"819",22699,"RTP","Expreso","Domingo","14-02-2021",1370,24393,25763
"820",22700,"RTP","Atenea","Domingo","14-02-2021",NA,NA,NA
"821",22701,"RTP","Ecobús","Domingo","14-02-2021",840,8469,9309
"822",22702,"RTP","Nocturno","Domingo","14-02-2021",7,312,319
"823",22703,"RTP","Eco Atenea","Domingo","14-02-2021",NA,0,0
"824",22704,"RTP","Expreso Directo","Domingo","14-02-2021",0,0,0
"825",22705,"RTP","Temporal Peñón-Panteón San Isidro-Metro Camarones","Domingo","14-02-2021",34,1011,1045
"826",22706,"RTP","Ordinario","Lunes","15-02-2021",2184,92026,94210
"827",22707,"RTP","Expreso","Lunes","15-02-2021",4002,49600,53602
"828",22708,"RTP","Atenea","Lunes","15-02-2021",NA,9232,9232
"829",22709,"RTP","Ecobús","Lunes","15-02-2021",1783,19237,21020
"830",22710,"RTP","Nocturno","Lunes","15-02-2021",11,298,309
"831",22711,"RTP","Eco Atenea","Lunes","15-02-2021",NA,296,296
"832",22712,"RTP","Expreso Directo","Lunes","15-02-2021",100,837,937
"833",22713,"RTP","Temporal Peñón-Panteón San Isidro-Metro Camarones","Lunes","15-02-2021",68,1194,1262
"834",27011,"RTP","Temporal Zaragoza-Tacuba","Lunes","15-02-2021",26,1642,1668
"835",22714,"RTP","Ordinario","Martes","16-02-2021",2379,91961,94340
"836",22715,"RTP","Expreso","Martes","16-02-2021",4611,51286,55897
"837",22716,"RTP","Atenea","Martes","16-02-2021",NA,12588,12588
"838",22717,"RTP","Ecobús","Martes","16-02-2021",1956,19238,21194
"839",22718,"RTP","Nocturno","Martes","16-02-2021",21,381,402
"840",22719,"RTP","Eco Atenea","Martes","16-02-2021",NA,287,287
"841",22720,"RTP","Expreso Directo","Martes","16-02-2021",136,862,998
"842",22721,"RTP","Temporal Peñón-Panteón San Isidro-Metro Camarones","Martes","16-02-2021",117,1824,1941
"843",27012,"RTP","Temporal Zaragoza-Tacuba","Martes","16-02-2021",16,1889,1905
"844",22722,"RTP","Ordinario","Miércoles","17-02-2021",2497,95508,98005
"845",22723,"RTP","Expreso","Miércoles","17-02-2021",4740,51144,55884
"846",22724,"RTP","Atenea","Miércoles","17-02-2021",NA,12355,12355
"847",22725,"RTP","Ecobús","Miércoles","17-02-2021",1687,16429,18116
"848",22726,"RTP","Nocturno","Miércoles","17-02-2021",23,356,379
"849",22727,"RTP","Eco Atenea","Miércoles","17-02-2021",NA,300,300
"850",22728,"RTP","Expreso Directo","Miércoles","17-02-2021",113,883,996
"851",22729,"RTP","Temporal Peñón-Panteón San Isidro-Metro Camarones","Miércoles","17-02-2021",85,1628,1713
"852",27013,"RTP","Temporal Zaragoza-Tacuba","Miércoles","17-02-2021",20,2464,2484
"853",22730,"RTP","Ordinario","Jueves","18-02-2021",2452,88526,90978
"854",22731,"RTP","Expreso","Jueves","18-02-2021",4866,51587,56453
"855",22732,"RTP","Atenea","Jueves","18-02-2021",NA,13717,13717
"856",22733,"RTP","Ecobús","Jueves","18-02-2021",1896,18814,20710
"857",22734,"RTP","Nocturno","Jueves","18-02-2021",23,359,382
"858",22735,"RTP","Eco Atenea","Jueves","18-02-2021",NA,190,190
"859",22736,"RTP","Expreso Directo","Jueves","18-02-2021",125,860,985
"860",22737,"RTP","Temporal Peñón-Panteón San Isidro-Metro Camarones","Jueves","18-02-2021",89,1504,1593
"861",27014,"RTP","Temporal Zaragoza-Tacuba","Jueves","18-02-2021",12,2564,2576
"862",22738,"RTP","Ordinario","Viernes","19-02-2021",2594,87872,90466
"863",22739,"RTP","Expreso","Viernes","19-02-2021",4813,51678,56491
"864",22740,"RTP","Atenea","Viernes","19-02-2021",NA,14089,14089
"865",22741,"RTP","Ecobús","Viernes","19-02-2021",1819,18476,20295
