,fecha,dia,mes,ano,linea,estacion,afluencia
1,01/01/2021,1,Enero,2021,Linea 1,Pantitlán,8639
2,02/01/2021,2,Enero,2021,Linea 1,Pantitlán,16708
3,03/01/2021,3,Enero,2021,Linea 1,Pantitlán,13348
4,04/01/2021,4,Enero,2021,Linea 1,Pantitlán,27129
5,05/01/2021,5,Enero,2021,Linea 1,Pantitlán,24221
6,06/01/2021,6,Enero,2021,Linea 1,Pantitlán,25533
7,07/01/2021,7,Enero,2021,Linea 1,Pantitlán,24049
8,08/01/2021,8,Enero,2021,Linea 1,Pantitlán,23211
25,25/01/2021,25,Enero,2021,Linea 1,Pantitlán,13065
26,26/01/2021,26,Enero,2021,Linea 1,Pantitlán,15533
27,27/01/2021,27,Enero,2021,Linea 1,Pantitlán,17921
28,28/01/2021,28,Enero,2021,Linea 1,Pantitlán,18642
29,29/01/2021,29,Enero,2021,Linea 1,Pantitlán,19799
30,30/01/2021,30,Enero,2021,Linea 1,Pantitlán,16864
33,02/02/2021,2,Febrero,2021,Linea 1,Pantitlán,19699
34,03/02/2021,3,Febrero,2021,Linea 1,Pantitlán,19934
35,04/02/2021,4,Febrero,2021,Linea 1,Pantitlán,18803
36,05/02/2021,5,Febrero,2021,Linea 1,Pantitlán,23427
37,06/02/2021,6,Febrero,2021,Linea 1,Pantitlán,14374
38,07/02/2021,7,Febrero,2021,Linea 1,Pantitlán,7795
40,09/02/2021,9,Febrero,2021,Linea 1,Pantitlán,23367
41,10/02/2021,10,Febrero,2021,Linea 1,Pantitlán,19944
43,12/02/2021,12,Febrero,2021,Linea 1,Pantitlán,20965
44,13/02/2021,13,Febrero,2021,Linea 1,Pantitlán,21257
45,14/02/2021,14,Febrero,2021,Linea 1,Pantitlán,14861
46,15/02/2021,15,Febrero,2021,Linea 1,Pantitlán,23566
49,18/02/2021,18,Febrero,2021,Linea 1,Pantitlán,24422
50,19/02/2021,19,Febrero,2021,Linea 1,Pantitlán,24716
52,21/02/2021,21,Febrero,2021,Linea 1,Pantitlán,13247
53,22/02/2021,22,Febrero,2021,Linea 1,Pantitlán,26008
54,23/02/2021,23,Febrero,2021,Linea 1,Pantitlán,23311
55,24/02/2021,24,Febrero,2021,Linea 1,Pantitlán,25629
56,25/02/2021,25,Febrero,2021,Linea 1,Pantitlán,27226
57,26/02/2021,26,Febrero,2021,Linea 1,Pantitlán,28847
59,28/02/2021,28,Febrero,2021,Linea 1,Pantitlán,12294
60,01/03/2021,1,Marzo,2021,Linea 1,Pantitlán,23197
61,02/03/2021,2,Marzo,2021,Linea 1,Pantitlán,23068
62,03/03/2021,3,Marzo,2021,Linea 1,Pantitlán,26867
63,04/03/2021,4,Marzo,2021,Linea 1,Pantitlán,25585
64,05/03/2021,5,Marzo,2021,Linea 1,Pantitlán,28171
66,07/03/2021,7,Marzo,2021,Linea 1,Pantitlán,12927
68,09/03/2021,9,Marzo,2021,Linea 1,Pantitlán,25625
69,10/03/2021,10,Marzo,2021,Linea 1,Pantitlán,26216
70,11/03/2021,11,Marzo,2021,Linea 1,Pantitlán,25035
72,13/03/2021,13,Marzo,2021,Linea 1,Pantitlán,22941
73,14/03/2021,14,Marzo,2021,Linea 1,Pantitlán,12234
74,15/03/2021,15,Marzo,2021,Linea 1,Pantitlán,18008
75,16/03/2021,16,Marzo,2021,Linea 1,Pantitlán,26377
76,17/03/2021,17,Marzo,2021,Linea 1,Pantitlán,27901
77,18/03/2021,18,Marzo,2021,Linea 1,Pantitlán,27691
78,19/03/2021,19,Marzo,2021,Linea 1,Pantitlán,29146
79,20/03/2021,20,Marzo,2021,Linea 1,Pantitlán,22473
80,21/03/2021,21,Marzo,2021,Linea 1,Pantitlán,15633
81,22/03/2021,22,Marzo,2021,Linea 1,Pantitlán,24335
82,23/03/2021,23,Marzo,2021,Linea 1,Pantitlán,27674
83,24/03/2021,24,Marzo,2021,Linea 1,Pantitlán,28206
84,25/03/2021,25,Marzo,2021,Linea 1,Pantitlán,27831
85,26/03/2021,26,Marzo,2021,Linea 1,Pantitlán,28778
86,27/03/2021,27,Marzo,2021,Linea 1,Pantitlán,36844
87,28/03/2021,28,Marzo,2021,Linea 1,Pantitlán,20871
88,29/03/2021,29,Marzo,2021,Linea 1,Pantitlán,47741
89,30/03/2021,30,Marzo,2021,Linea 1,Pantitlán,45074
91,01/04/2021,1,Abril,2021,Linea 1,Pantitlán,27264
92,02/04/2021,2,Abril,2021,Linea 1,Pantitlán,20935
93,03/04/2021,3,Abril,2021,Linea 1,Pantitlán,24081
94,04/04/2021,4,Abril,2021,Linea 1,Pantitlán,18062
95,05/04/2021,5,Abril,2021,Linea 1,Pantitlán,37762
97,07/04/2021,7,Abril,2021,Linea 1,Pantitlán,38699
98,08/04/2021,8,Abril,2021,Linea 1,Pantitlán,30231
99,09/04/2021,9,Abril,2021,Linea 1,Pantitlán,28514
100,10/04/2021,10,Abril,2021,Linea 1,Pantitlán,22749
101,11/04/2021,11,Abril,2021,Linea 1,Pantitlán,14337
102,12/04/2021,12,Abril,2021,Linea 1,Pantitlán,23699
103,13/04/2021,13,Abril,2021,Linea 1,Pantitlán,24046
105,15/04/2021,15,Abril,2021,Linea 1,Pantitlán,25801
106,16/04/2021,16,Abril,2021,Linea 1,Pantitlán,25117
107,17/04/2021,17,Abril,2021,Linea 1,Pantitlán,21033
108,18/04/2021,18,Abril,2021,Linea 1,Pantitlán,14099
110,20/04/2021,20,Abril,2021,Linea 1,Pantitlán,24401
111,21/04/2021,21,Abril,2021,Linea 1,Pantitlán,24567
112,22/04/2021,22,Abril,2021,Linea 1,Pantitlán,24316
113,23/04/2021,23,Abril,2021,Linea 1,Pantitlán,25144
114,24/04/2021,24,Abril,2021,Linea 1,Pantitlán,21398
115,25/04/2021,25,Abril,2021,Linea 1,Pantitlán,13098
117,27/04/2021,27,Abril,2021,Linea 1,Pantitlán,25007
118,28/04/2021,28,Abril,2021,Linea 1,Pantitlán,22806
119,29/04/2021,29,Abril,2021,Linea 1,Pantitlán,24357
120,30/04/2021,30,Abril,2021,Linea 1,Pantitlán,30345
121,01/05/2021,1,Mayo,2021,Linea 1,Pantitlán,17556
122,02/05/2021,2,Mayo,2021,Linea 1,Pantitlán,14737
123,03/05/2021,3,Mayo,2021,Linea 1,Pantitlán,25191
124,04/05/2021,4,Mayo,2021,Linea 1,Pantitlán,25221
125,05/05/2021,5,Mayo,2021,Linea 1,Pantitlán,26465
126,06/05/2021,6,Mayo,2021,Linea 1,Pantitlán,24335
127,07/05/2021,7,Mayo,2021,Linea 1,Pantitlán,22685
128,08/05/2021,8,Mayo,2021,Linea 1,Pantitlán,18921
129,09/05/2021,9,Mayo,2021,Linea 1,Pantitlán,7977
130,10/05/2021,10,Mayo,2021,Linea 1,Pantitlán,14166
131,11/05/2021,11,Mayo,2021,Linea 1,Pantitlán,18085
132,12/05/2021,12,Mayo,2021,Linea 1,Pantitlán,14227
133,13/05/2021,13,Mayo,2021,Linea 1,Pantitlán,16344
134,14/05/2021,14,Mayo,2021,Linea 1,Pantitlán,18751
135,15/05/2021,15,Mayo,2021,Linea 1,Pantitlán,5561
136,16/05/2021,16,Mayo,2021,Linea 1,Pantitlán,6
137,17/05/2021,17,Mayo,2021,Linea 1,Pantitlán,22452
138,18/05/2021,18,Mayo,2021,Linea 1,Pantitlán,21873
139,19/05/2021,19,Mayo,2021,Linea 1,Pantitlán,20762
141,21/05/2021,21,Mayo,2021,Linea 1,Pantitlán,20734
142,22/05/2021,22,Mayo,2021,Linea 1,Pantitlán,14057
143,23/05/2021,23,Mayo,2021,Linea 1,Pantitlán,9976
144,24/05/2021,24,Mayo,2021,Linea 1,Pantitlán,21443
145,25/05/2021,25,Mayo,2021,Linea 1,Pantitlán,25798
146,26/05/2021,26,Mayo,2021,Linea 1,Pantitlán,25496
147,27/05/2021,27,Mayo,2021,Linea 1,Pantitlán,22062
149,29/05/2021,29,Mayo,2021,Linea 1,Pantitlán,16365
150,30/05/2021,30,Mayo,2021,Linea 1,Pantitlán,18093
151,31/05/2021,31,Mayo,2021,Linea 1,Pantitlán,23291
152,01/06/2021,1,Junio,2021,Linea 1,Pantitlán,17583
153,02/06/2021,2,Junio,2021,Linea 1,Pantitlán,19286
154,03/06/2021,3,Junio,2021,Linea 1,Pantitlán,17017
155,04/06/2021,4,Junio,2021,Linea 1,Pantitlán,16637
156,05/06/2021,5,Junio,2021,Linea 1,Pantitlán,21115
157,06/06/2021,6,Junio,2021,Linea 1,Pantitlán,7063
158,07/06/2021,7,Junio,2021,Linea 1,Pantitlán,18691
159,08/06/2021,8,Junio,2021,Linea 1,Pantitlán,16611
160,09/06/2021,9,Junio,2021,Linea 1,Pantitlán,20294
161,10/06/2021,10,Junio,2021,Linea 1,Pantitlán,28509
162,11/06/2021,11,Junio,2021,Linea 1,Pantitlán,24424
163,12/06/2021,12,Junio,2021,Linea 1,Pantitlán,30182
164,13/06/2021,13,Junio,2021,Linea 1,Pantitlán,22974
165,14/06/2021,14,Junio,2021,Linea 1,Pantitlán,23731
166,15/06/2021,15,Junio,2021,Linea 1,Pantitlán,24187
167,16/06/2021,16,Junio,2021,Linea 1,Pantitlán,23108
168,17/06/2021,17,Junio,2021,Linea 1,Pantitlán,25699
169,18/06/2021,18,Junio,2021,Linea 1,Pantitlán,22768
170,19/06/2021,19,Junio,2021,Linea 1,Pantitlán,19364
171,20/06/2021,20,Junio,2021,Linea 1,Pantitlán,13877
172,21/06/2021,21,Junio,2021,Linea 1,Pantitlán,18294
173,22/06/2021,22,Junio,2021,Linea 1,Pantitlán,18237
174,23/06/2021,23,Junio,2021,Linea 1,Pantitlán,19641
175,24/06/2021,24,Junio,2021,Linea 1,Pantitlán,29277
176,25/06/2021,25,Junio,2021,Linea 1,Pantitlán,23897
177,26/06/2021,26,Junio,2021,Linea 1,Pantitlán,26608
179,28/06/2021,28,Junio,2021,Linea 1,Pantitlán,23494
181,30/06/2021,30,Junio,2021,Linea 1,Pantitlán,28158
182,01/01/2021,1,Enero,2021,Linea 1,Zaragoza,8085
183,02/01/2021,2,Enero,2021,Linea 1,Zaragoza,17832
185,04/01/2021,4,Enero,2021,Linea 1,Zaragoza,26933
186,05/01/2021,5,Enero,2021,Linea 1,Zaragoza,24849
187,06/01/2021,6,Enero,2021,Linea 1,Zaragoza,22351
188,07/01/2021,7,Enero,2021,Linea 1,Zaragoza,24328
206,25/01/2021,25,Enero,2021,Linea 1,Zaragoza,17586
207,26/01/2021,26,Enero,2021,Linea 1,Zaragoza,23797
208,27/01/2021,27,Enero,2021,Linea 1,Zaragoza,15137
209,28/01/2021,28,Enero,2021,Linea 1,Zaragoza,16481
210,29/01/2021,29,Enero,2021,Linea 1,Zaragoza,15638
211,30/01/2021,30,Enero,2021,Linea 1,Zaragoza,15503
212,31/01/2021,31,Enero,2021,Linea 1,Zaragoza,7034
213,01/02/2021,1,Febrero,2021,Linea 1,Zaragoza,11567
215,03/02/2021,3,Febrero,2021,Linea 1,Zaragoza,18802
216,04/02/2021,4,Febrero,2021,Linea 1,Zaragoza,17562
217,05/02/2021,5,Febrero,2021,Linea 1,Zaragoza,20455
218,06/02/2021,6,Febrero,2021,Linea 1,Zaragoza,16299
219,07/02/2021,7,Febrero,2021,Linea 1,Zaragoza,10138
220,08/02/2021,8,Febrero,2021,Linea 1,Zaragoza,19421
222,10/02/2021,10,Febrero,2021,Linea 1,Zaragoza,20558
223,11/02/2021,11,Febrero,2021,Linea 1,Zaragoza,19573
224,12/02/2021,12,Febrero,2021,Linea 1,Zaragoza,18927
225,13/02/2021,13,Febrero,2021,Linea 1,Zaragoza,12758
226,14/02/2021,14,Febrero,2021,Linea 1,Zaragoza,11896
227,15/02/2021,15,Febrero,2021,Linea 1,Zaragoza,24231
228,16/02/2021,16,Febrero,2021,Linea 1,Zaragoza,22276
229,17/02/2021,17,Febrero,2021,Linea 1,Zaragoza,20552
230,18/02/2021,18,Febrero,2021,Linea 1,Zaragoza,27653
231,19/02/2021,19,Febrero,2021,Linea 1,Zaragoza,25481
233,21/02/2021,21,Febrero,2021,Linea 1,Zaragoza,10079
234,22/02/2021,22,Febrero,2021,Linea 1,Zaragoza,24125
235,23/02/2021,23,Febrero,2021,Linea 1,Zaragoza,23376
236,24/02/2021,24,Febrero,2021,Linea 1,Zaragoza,23483
237,25/02/2021,25,Febrero,2021,Linea 1,Zaragoza,23268
238,26/02/2021,26,Febrero,2021,Linea 1,Zaragoza,23105
239,27/02/2021,27,Febrero,2021,Linea 1,Zaragoza,18085
240,28/02/2021,28,Febrero,2021,Linea 1,Zaragoza,16436
241,01/03/2021,1,Marzo,2021,Linea 1,Zaragoza,25218
243,03/03/2021,3,Marzo,2021,Linea 1,Zaragoza,25998
244,04/03/2021,4,Marzo,2021,Linea 1,Zaragoza,24585
245,05/03/2021,5,Marzo,2021,Linea 1,Zaragoza,25497
246,06/03/2021,6,Marzo,2021,Linea 1,Zaragoza,18769
247,07/03/2021,7,Marzo,2021,Linea 1,Zaragoza,11499
248,08/03/2021,8,Marzo,2021,Linea 1,Zaragoza,23445
249,09/03/2021,9,Marzo,2021,Linea 1,Zaragoza,22559
250,10/03/2021,10,Marzo,2021,Linea 1,Zaragoza,23301
251,11/03/2021,11,Marzo,2021,Linea 1,Zaragoza,23849
252,12/03/2021,12,Marzo,2021,Linea 1,Zaragoza,23752
253,13/03/2021,13,Marzo,2021,Linea 1,Zaragoza,21547
254,14/03/2021,14,Marzo,2021,Linea 1,Zaragoza,12164
255,15/03/2021,15,Marzo,2021,Linea 1,Zaragoza,21927
256,16/03/2021,16,Marzo,2021,Linea 1,Zaragoza,26483
257,17/03/2021,17,Marzo,2021,Linea 1,Zaragoza,26714
258,18/03/2021,18,Marzo,2021,Linea 1,Zaragoza,23138
259,19/03/2021,19,Marzo,2021,Linea 1,Zaragoza,22822
260,20/03/2021,20,Marzo,2021,Linea 1,Zaragoza,24731
261,21/03/2021,21,Marzo,2021,Linea 1,Zaragoza,14041
262,22/03/2021,22,Marzo,2021,Linea 1,Zaragoza,25971
263,23/03/2021,23,Marzo,2021,Linea 1,Zaragoza,24544
264,24/03/2021,24,Marzo,2021,Linea 1,Zaragoza,27085
266,26/03/2021,26,Marzo,2021,Linea 1,Zaragoza,26704
267,27/03/2021,27,Marzo,2021,Linea 1,Zaragoza,27737
268,28/03/2021,28,Marzo,2021,Linea 1,Zaragoza,17592
269,29/03/2021,29,Marzo,2021,Linea 1,Zaragoza,30756
271,31/03/2021,31,Marzo,2021,Linea 1,Zaragoza,34236
272,01/04/2021,1,Abril,2021,Linea 1,Zaragoza,20118
273,02/04/2021,2,Abril,2021,Linea 1,Zaragoza,14647
274,03/04/2021,3,Abril,2021,Linea 1,Zaragoza,18744
275,04/04/2021,4,Abril,2021,Linea 1,Zaragoza,16686
276,05/04/2021,5,Abril,2021,Linea 1,Zaragoza,27617
277,06/04/2021,6,Abril,2021,Linea 1,Zaragoza,30172
279,08/04/2021,8,Abril,2021,Linea 1,Zaragoza,30428
280,09/04/2021,9,Abril,2021,Linea 1,Zaragoza,29243
282,11/04/2021,11,Abril,2021,Linea 1,Zaragoza,15763
283,12/04/2021,12,Abril,2021,Linea 1,Zaragoza,25248
285,14/04/2021,14,Abril,2021,Linea 1,Zaragoza,28947
286,15/04/2021,15,Abril,2021,Linea 1,Zaragoza,25867
287,16/04/2021,16,Abril,2021,Linea 1,Zaragoza,27952
288,17/04/2021,17,Abril,2021,Linea 1,Zaragoza,23176
289,18/04/2021,18,Abril,2021,Linea 1,Zaragoza,15833
291,20/04/2021,20,Abril,2021,Linea 1,Zaragoza,24408
292,21/04/2021,21,Abril,2021,Linea 1,Zaragoza,25488
293,22/04/2021,22,Abril,2021,Linea 1,Zaragoza,26967
294,23/04/2021,23,Abril,2021,Linea 1,Zaragoza,26312
295,24/04/2021,24,Abril,2021,Linea 1,Zaragoza,25037
298,27/04/2021,27,Abril,2021,Linea 1,Zaragoza,28072
299,28/04/2021,28,Abril,2021,Linea 1,Zaragoza,25976
300,29/04/2021,29,Abril,2021,Linea 1,Zaragoza,29342
302,01/05/2021,1,Mayo,2021,Linea 1,Zaragoza,22231
303,02/05/2021,2,Mayo,2021,Linea 1,Zaragoza,15022
304,03/05/2021,3,Mayo,2021,Linea 1,Zaragoza,28263
305,04/05/2021,4,Mayo,2021,Linea 1,Zaragoza,28428
306,05/05/2021,5,Mayo,2021,Linea 1,Zaragoza,28767
307,06/05/2021,6,Mayo,2021,Linea 1,Zaragoza,24176
308,07/05/2021,7,Mayo,2021,Linea 1,Zaragoza,33366
310,09/05/2021,9,Mayo,2021,Linea 1,Zaragoza,14954
311,10/05/2021,10,Mayo,2021,Linea 1,Zaragoza,22599
312,11/05/2021,11,Mayo,2021,Linea 1,Zaragoza,24398
313,12/05/2021,12,Mayo,2021,Linea 1,Zaragoza,24083
314,13/05/2021,13,Mayo,2021,Linea 1,Zaragoza,26544
315,14/05/2021,14,Mayo,2021,Linea 1,Zaragoza,26794
316,15/05/2021,15,Mayo,2021,Linea 1,Zaragoza,20211
317,16/05/2021,16,Mayo,2021,Linea 1,Zaragoza,26519
318,17/05/2021,17,Mayo,2021,Linea 1,Zaragoza,15734
320,19/05/2021,19,Mayo,2021,Linea 1,Zaragoza,21092
321,20/05/2021,20,Mayo,2021,Linea 1,Zaragoza,19391
322,21/05/2021,21,Mayo,2021,Linea 1,Zaragoza,19888
323,22/05/2021,22,Mayo,2021,Linea 1,Zaragoza,13898
324,23/05/2021,23,Mayo,2021,Linea 1,Zaragoza,20448
325,24/05/2021,24,Mayo,2021,Linea 1,Zaragoza,17639
326,25/05/2021,25,Mayo,2021,Linea 1,Zaragoza,17036
328,27/05/2021,27,Mayo,2021,Linea 1,Zaragoza,17083
329,28/05/2021,28,Mayo,2021,Linea 1,Zaragoza,17509
331,30/05/2021,30,Mayo,2021,Linea 1,Zaragoza,16209
332,31/05/2021,31,Mayo,2021,Linea 1,Zaragoza,25666
334,02/06/2021,2,Junio,2021,Linea 1,Zaragoza,19616
335,03/06/2021,3,Junio,2021,Linea 1,Zaragoza,25295
337,05/06/2021,5,Junio,2021,Linea 1,Zaragoza,21272
338,06/06/2021,6,Junio,2021,Linea 1,Zaragoza,11723
339,07/06/2021,7,Junio,2021,Linea 1,Zaragoza,24842
340,08/06/2021,8,Junio,2021,Linea 1,Zaragoza,25771
341,09/06/2021,9,Junio,2021,Linea 1,Zaragoza,25136
343,11/06/2021,11,Junio,2021,Linea 1,Zaragoza,20119
344,12/06/2021,12,Junio,2021,Linea 1,Zaragoza,22699
345,13/06/2021,13,Junio,2021,Linea 1,Zaragoza,12042
346,14/06/2021,14,Junio,2021,Linea 1,Zaragoza,30081
348,16/06/2021,16,Junio,2021,Linea 1,Zaragoza,24831
349,17/06/2021,17,Junio,2021,Linea 1,Zaragoza,23077
350,18/06/2021,18,Junio,2021,Linea 1,Zaragoza,23764
351,19/06/2021,19,Junio,2021,Linea 1,Zaragoza,22329
353,21/06/2021,21,Junio,2021,Linea 1,Zaragoza,25853
354,22/06/2021,22,Junio,2021,Linea 1,Zaragoza,25275
356,24/06/2021,24,Junio,2021,Linea 1,Zaragoza,26072
357,25/06/2021,25,Junio,2021,Linea 1,Zaragoza,24547
358,26/06/2021,26,Junio,2021,Linea 1,Zaragoza,21594
359,27/06/2021,27,Junio,2021,Linea 1,Zaragoza,13434
361,29/06/2021,29,Junio,2021,Linea 1,Zaragoza,26391
362,30/06/2021,30,Junio,2021,Linea 1,Zaragoza,28876
363,01/01/2021,1,Enero,2021,Linea 1,Gómez Farías,23186
364,02/01/2021,2,Enero,2021,Linea 1,Gómez Farías,15493
365,03/01/2021,3,Enero,2021,Linea 1,Gómez Farías,8283
366,04/01/2021,4,Enero,2021,Linea 1,Gómez Farías,29241
367,05/01/2021,5,Enero,2021,Linea 1,Gómez Farías,20277
368,06/01/2021,6,Enero,2021,Linea 1,Gómez Farías,20853
369,07/01/2021,7,Enero,2021,Linea 1,Gómez Farías,19276
370,08/01/2021,8,Enero,2021,Linea 1,Gómez Farías,14216
387,25/01/2021,25,Enero,2021,Linea 1,Gómez Farías,18765
388,26/01/2021,26,Enero,2021,Linea 1,Gómez Farías,7453
389,27/01/2021,27,Enero,2021,Linea 1,Gómez Farías,11826
390,28/01/2021,28,Enero,2021,Linea 1,Gómez Farías,12747
391,29/01/2021,29,Enero,2021,Linea 1,Gómez Farías,12499
392,30/01/2021,30,Enero,2021,Linea 1,Gómez Farías,12829
393,31/01/2021,31,Enero,2021,Linea 1,Gómez Farías,10726
394,01/02/2021,1,Febrero,2021,Linea 1,Gómez Farías,10765
395,02/02/2021,2,Febrero,2021,Linea 1,Gómez Farías,14653
396,03/02/2021,3,Febrero,2021,Linea 1,Gómez Farías,14186
397,04/02/2021,4,Febrero,2021,Linea 1,Gómez Farías,12297
398,05/02/2021,5,Febrero,2021,Linea 1,Gómez Farías,16551
399,06/02/2021,6,Febrero,2021,Linea 1,Gómez Farías,14291
400,07/02/2021,7,Febrero,2021,Linea 1,Gómez Farías,7216
401,08/02/2021,8,Febrero,2021,Linea 1,Gómez Farías,13878
402,09/02/2021,9,Febrero,2021,Linea 1,Gómez Farías,14354
403,10/02/2021,10,Febrero,2021,Linea 1,Gómez Farías,15654
404,11/02/2021,11,Febrero,2021,Linea 1,Gómez Farías,14163
405,12/02/2021,12,Febrero,2021,Linea 1,Gómez Farías,16738
406,13/02/2021,13,Febrero,2021,Linea 1,Gómez Farías,13576
407,14/02/2021,14,Febrero,2021,Linea 1,Gómez Farías,11115
408,15/02/2021,15,Febrero,2021,Linea 1,Gómez Farías,17556
409,16/02/2021,16,Febrero,2021,Linea 1,Gómez Farías,13659
410,17/02/2021,17,Febrero,2021,Linea 1,Gómez Farías,16417
411,18/02/2021,18,Febrero,2021,Linea 1,Gómez Farías,15706
412,19/02/2021,19,Febrero,2021,Linea 1,Gómez Farías,16818
413,20/02/2021,20,Febrero,2021,Linea 1,Gómez Farías,14774
414,21/02/2021,21,Febrero,2021,Linea 1,Gómez Farías,11998
415,22/02/2021,22,Febrero,2021,Linea 1,Gómez Farías,15147
416,23/02/2021,23,Febrero,2021,Linea 1,Gómez Farías,16056
417,24/02/2021,24,Febrero,2021,Linea 1,Gómez Farías,15891
418,25/02/2021,25,Febrero,2021,Linea 1,Gómez Farías,16711
419,26/02/2021,26,Febrero,2021,Linea 1,Gómez Farías,18415
420,27/02/2021,27,Febrero,2021,Linea 1,Gómez Farías,17581
421,28/02/2021,28,Febrero,2021,Linea 1,Gómez Farías,12049
422,01/03/2021,1,Marzo,2021,Linea 1,Gómez Farías,19947
423,02/03/2021,2,Marzo,2021,Linea 1,Gómez Farías,19257
424,03/03/2021,3,Marzo,2021,Linea 1,Gómez Farías,18221
425,04/03/2021,4,Marzo,2021,Linea 1,Gómez Farías,19533
426,05/03/2021,5,Marzo,2021,Linea 1,Gómez Farías,20598
427,06/03/2021,6,Marzo,2021,Linea 1,Gómez Farías,19048
429,08/03/2021,8,Marzo,2021,Linea 1,Gómez Farías,19762
430,09/03/2021,9,Marzo,2021,Linea 1,Gómez Farías,19303
431,10/03/2021,10,Marzo,2021,Linea 1,Gómez Farías,19622
432,11/03/2021,11,Marzo,2021,Linea 1,Gómez Farías,21525
433,12/03/2021,12,Marzo,2021,Linea 1,Gómez Farías,19156
434,13/03/2021,13,Marzo,2021,Linea 1,Gómez Farías,18901
435,14/03/2021,14,Marzo,2021,Linea 1,Gómez Farías,12077
436,15/03/2021,15,Marzo,2021,Linea 1,Gómez Farías,13245
438,17/03/2021,17,Marzo,2021,Linea 1,Gómez Farías,17549
439,18/03/2021,18,Marzo,2021,Linea 1,Gómez Farías,17896
440,19/03/2021,19,Marzo,2021,Linea 1,Gómez Farías,17604
441,20/03/2021,20,Marzo,2021,Linea 1,Gómez Farías,17159
442,21/03/2021,21,Marzo,2021,Linea 1,Gómez Farías,11453
443,22/03/2021,22,Marzo,2021,Linea 1,Gómez Farías,17765
445,24/03/2021,24,Marzo,2021,Linea 1,Gómez Farías,16896
446,25/03/2021,25,Marzo,2021,Linea 1,Gómez Farías,17999
447,26/03/2021,26,Marzo,2021,Linea 1,Gómez Farías,19002
449,28/03/2021,28,Marzo,2021,Linea 1,Gómez Farías,14062
450,29/03/2021,29,Marzo,2021,Linea 1,Gómez Farías,19382
451,30/03/2021,30,Marzo,2021,Linea 1,Gómez Farías,20383
453,01/04/2021,1,Abril,2021,Linea 1,Gómez Farías,16923
454,02/04/2021,2,Abril,2021,Linea 1,Gómez Farías,10574
455,03/04/2021,3,Abril,2021,Linea 1,Gómez Farías,14623
456,04/04/2021,4,Abril,2021,Linea 1,Gómez Farías,7889
457,05/04/2021,5,Abril,2021,Linea 1,Gómez Farías,24126
458,06/04/2021,6,Abril,2021,Linea 1,Gómez Farías,21904
459,07/04/2021,7,Abril,2021,Linea 1,Gómez Farías,20868
460,08/04/2021,8,Abril,2021,Linea 1,Gómez Farías,18193
461,09/04/2021,9,Abril,2021,Linea 1,Gómez Farías,19837
462,10/04/2021,10,Abril,2021,Linea 1,Gómez Farías,19745
463,11/04/2021,11,Abril,2021,Linea 1,Gómez Farías,14636
464,12/04/2021,12,Abril,2021,Linea 1,Gómez Farías,18478
465,13/04/2021,13,Abril,2021,Linea 1,Gómez Farías,22845
466,14/04/2021,14,Abril,2021,Linea 1,Gómez Farías,20193
467,15/04/2021,15,Abril,2021,Linea 1,Gómez Farías,21904
468,16/04/2021,16,Abril,2021,Linea 1,Gómez Farías,20339
469,17/04/2021,17,Abril,2021,Linea 1,Gómez Farías,20925
470,18/04/2021,18,Abril,2021,Linea 1,Gómez Farías,13164
471,19/04/2021,19,Abril,2021,Linea 1,Gómez Farías,19113
472,20/04/2021,20,Abril,2021,Linea 1,Gómez Farías,19643
473,21/04/2021,21,Abril,2021,Linea 1,Gómez Farías,20021
474,22/04/2021,22,Abril,2021,Linea 1,Gómez Farías,19983
476,24/04/2021,24,Abril,2021,Linea 1,Gómez Farías,18719
477,25/04/2021,25,Abril,2021,Linea 1,Gómez Farías,11645
478,26/04/2021,26,Abril,2021,Linea 1,Gómez Farías,22718
479,27/04/2021,27,Abril,2021,Linea 1,Gómez Farías,18607
481,29/04/2021,29,Abril,2021,Linea 1,Gómez Farías,21356
482,30/04/2021,30,Abril,2021,Linea 1,Gómez Farías,21798
484,02/05/2021,2,Mayo,2021,Linea 1,Gómez Farías,13732
486,04/05/2021,4,Mayo,2021,Linea 1,Gómez Farías,14144
487,05/05/2021,5,Mayo,2021,Linea 1,Gómez Farías,23573
488,06/05/2021,6,Mayo,2021,Linea 1,Gómez Farías,24523
489,07/05/2021,7,Mayo,2021,Linea 1,Gómez Farías,27518
490,08/05/2021,8,Mayo,2021,Linea 1,Gómez Farías,21909
491,09/05/2021,9,Mayo,2021,Linea 1,Gómez Farías,12209
492,10/05/2021,10,Mayo,2021,Linea 1,Gómez Farías,13921
493,11/05/2021,11,Mayo,2021,Linea 1,Gómez Farías,18783
494,12/05/2021,12,Mayo,2021,Linea 1,Gómez Farías,21566
495,13/05/2021,13,Mayo,2021,Linea 1,Gómez Farías,21124
497,15/05/2021,15,Mayo,2021,Linea 1,Gómez Farías,21526
498,16/05/2021,16,Mayo,2021,Linea 1,Gómez Farías,13825
499,17/05/2021,17,Mayo,2021,Linea 1,Gómez Farías,25381
500,18/05/2021,18,Mayo,2021,Linea 1,Gómez Farías,25055
502,20/05/2021,20,Mayo,2021,Linea 1,Gómez Farías,24046
503,21/05/2021,21,Mayo,2021,Linea 1,Gómez Farías,21436
504,22/05/2021,22,Mayo,2021,Linea 1,Gómez Farías,20544
505,23/05/2021,23,Mayo,2021,Linea 1,Gómez Farías,13759
