,fecha,dia,mes,ano,linea,estacion,afluencia
19649,11/04/2021,11,Abril,2021,Linea 7,Tacubaya,1887
19650,12/04/2021,12,Abril,2021,Linea 7,Tacubaya,2862
19651,13/04/2021,13,Abril,2021,Linea 7,Tacubaya,2726
19652,14/04/2021,14,Abril,2021,Linea 7,Tacubaya,2754
19653,15/04/2021,15,Abril,2021,Linea 7,Tacubaya,3849
19654,16/04/2021,16,Abril,2021,Linea 7,Tacubaya,3112
19655,17/04/2021,17,Abril,2021,Linea 7,Tacubaya,3015
19656,18/04/2021,18,Abril,2021,Linea 7,Tacubaya,1427
19657,19/04/2021,19,Abril,2021,Linea 7,Tacubaya,3434
19658,20/04/2021,20,Abril,2021,Linea 7,Tacubaya,2764
19659,21/04/2021,21,Abril,2021,Linea 7,Tacubaya,3636
19660,22/04/2021,22,Abril,2021,Linea 7,Tacubaya,3306
19661,23/04/2021,23,Abril,2021,Linea 7,Tacubaya,3448
19662,24/04/2021,24,Abril,2021,Linea 7,Tacubaya,2647
19663,25/04/2021,25,Abril,2021,Linea 7,Tacubaya,2134
19664,26/04/2021,26,Abril,2021,Linea 7,Tacubaya,2884
19665,27/04/2021,27,Abril,2021,Linea 7,Tacubaya,2937
19666,28/04/2021,28,Abril,2021,Linea 7,Tacubaya,3493
19667,29/04/2021,29,Abril,2021,Linea 7,Tacubaya,3222
19668,30/04/2021,30,Abril,2021,Linea 7,Tacubaya,3573
19669,01/05/2021,1,Mayo,2021,Linea 7,Tacubaya,2243
19670,02/05/2021,2,Mayo,2021,Linea 7,Tacubaya,2048
19671,03/05/2021,3,Mayo,2021,Linea 7,Tacubaya,3435
19672,04/05/2021,4,Mayo,2021,Linea 7,Tacubaya,2866
19673,05/05/2021,5,Mayo,2021,Linea 7,Tacubaya,3102
19674,06/05/2021,6,Mayo,2021,Linea 7,Tacubaya,3197
19676,08/05/2021,8,Mayo,2021,Linea 7,Tacubaya,3132
19677,09/05/2021,9,Mayo,2021,Linea 7,Tacubaya,1931
19678,10/05/2021,10,Mayo,2021,Linea 7,Tacubaya,2923
19679,11/05/2021,11,Mayo,2021,Linea 7,Tacubaya,3017
19681,13/05/2021,13,Mayo,2021,Linea 7,Tacubaya,3676
19682,14/05/2021,14,Mayo,2021,Linea 7,Tacubaya,3858
19684,16/05/2021,16,Mayo,2021,Linea 7,Tacubaya,1927
19685,17/05/2021,17,Mayo,2021,Linea 7,Tacubaya,3298
19687,19/05/2021,19,Mayo,2021,Linea 7,Tacubaya,3032
19688,20/05/2021,20,Mayo,2021,Linea 7,Tacubaya,3344
19689,21/05/2021,21,Mayo,2021,Linea 7,Tacubaya,3052
19690,22/05/2021,22,Mayo,2021,Linea 7,Tacubaya,3327
19691,23/05/2021,23,Mayo,2021,Linea 7,Tacubaya,2379
19692,24/05/2021,24,Mayo,2021,Linea 7,Tacubaya,3222
19693,25/05/2021,25,Mayo,2021,Linea 7,Tacubaya,3281
19694,26/05/2021,26,Mayo,2021,Linea 7,Tacubaya,3512
19695,27/05/2021,27,Mayo,2021,Linea 7,Tacubaya,3518
19696,28/05/2021,28,Mayo,2021,Linea 7,Tacubaya,3463
19697,29/05/2021,29,Mayo,2021,Linea 7,Tacubaya,2839
19698,30/05/2021,30,Mayo,2021,Linea 7,Tacubaya,2387
19699,31/05/2021,31,Mayo,2021,Linea 7,Tacubaya,3154
19700,01/06/2021,1,Junio,2021,Linea 7,Tacubaya,3428
19701,02/06/2021,2,Junio,2021,Linea 7,Tacubaya,3452
19702,03/06/2021,3,Junio,2021,Linea 7,Tacubaya,3613
19704,05/06/2021,5,Junio,2021,Linea 7,Tacubaya,2947
19705,06/06/2021,6,Junio,2021,Linea 7,Tacubaya,1959
19706,07/06/2021,7,Junio,2021,Linea 7,Tacubaya,3211
19707,08/06/2021,8,Junio,2021,Linea 7,Tacubaya,3562
19708,09/06/2021,9,Junio,2021,Linea 7,Tacubaya,3889
19709,10/06/2021,10,Junio,2021,Linea 7,Tacubaya,3691
19710,11/06/2021,11,Junio,2021,Linea 7,Tacubaya,3759
19712,13/06/2021,13,Junio,2021,Linea 7,Tacubaya,1978
19713,14/06/2021,14,Junio,2021,Linea 7,Tacubaya,2983
19714,15/06/2021,15,Junio,2021,Linea 7,Tacubaya,3545
19715,16/06/2021,16,Junio,2021,Linea 7,Tacubaya,3484
19716,17/06/2021,17,Junio,2021,Linea 7,Tacubaya,3501
19717,18/06/2021,18,Junio,2021,Linea 7,Tacubaya,3584
19718,19/06/2021,19,Junio,2021,Linea 7,Tacubaya,2886
19719,20/06/2021,20,Junio,2021,Linea 7,Tacubaya,1383
19720,21/06/2021,21,Junio,2021,Linea 7,Tacubaya,2961
19721,22/06/2021,22,Junio,2021,Linea 7,Tacubaya,2674
19722,23/06/2021,23,Junio,2021,Linea 7,Tacubaya,3027
19723,24/06/2021,24,Junio,2021,Linea 7,Tacubaya,2147
19724,25/06/2021,25,Junio,2021,Linea 7,Tacubaya,2834
19725,26/06/2021,26,Junio,2021,Linea 7,Tacubaya,2452
19726,27/06/2021,27,Junio,2021,Linea 7,Tacubaya,1889
19727,28/06/2021,28,Junio,2021,Linea 7,Tacubaya,3365
19728,29/06/2021,29,Junio,2021,Linea 7,Tacubaya,3008
19730,01/01/2021,1,Enero,2021,Linea 7,San Pedro los Pinos,876
19731,02/01/2021,2,Enero,2021,Linea 7,San Pedro los Pinos,2203
19732,03/01/2021,3,Enero,2021,Linea 7,San Pedro los Pinos,1466
19734,05/01/2021,5,Enero,2021,Linea 7,San Pedro los Pinos,9974
19735,06/01/2021,6,Enero,2021,Linea 7,San Pedro los Pinos,5506
19736,07/01/2021,7,Enero,2021,Linea 7,San Pedro los Pinos,5721
19737,08/01/2021,8,Enero,2021,Linea 7,San Pedro los Pinos,4824
19738,09/01/2021,9,Enero,2021,Linea 7,San Pedro los Pinos,5179
19739,10/01/2021,10,Enero,2021,Linea 7,San Pedro los Pinos,1629
19740,11/01/2021,11,Enero,2021,Linea 7,San Pedro los Pinos,4158
19741,12/01/2021,12,Enero,2021,Linea 7,San Pedro los Pinos,6207
19742,13/01/2021,13,Enero,2021,Linea 7,San Pedro los Pinos,4725
19743,14/01/2021,14,Enero,2021,Linea 7,San Pedro los Pinos,6748
19745,16/01/2021,16,Enero,2021,Linea 7,San Pedro los Pinos,3909
19746,17/01/2021,17,Enero,2021,Linea 7,San Pedro los Pinos,1648
19747,18/01/2021,18,Enero,2021,Linea 7,San Pedro los Pinos,4497
19748,19/01/2021,19,Enero,2021,Linea 7,San Pedro los Pinos,6014
19750,21/01/2021,21,Enero,2021,Linea 7,San Pedro los Pinos,4857
19751,22/01/2021,22,Enero,2021,Linea 7,San Pedro los Pinos,6729
19752,23/01/2021,23,Enero,2021,Linea 7,San Pedro los Pinos,5724
19753,24/01/2021,24,Enero,2021,Linea 7,San Pedro los Pinos,1559
19754,25/01/2021,25,Enero,2021,Linea 7,San Pedro los Pinos,5715
19755,26/01/2021,26,Enero,2021,Linea 7,San Pedro los Pinos,8614
19756,27/01/2021,27,Enero,2021,Linea 7,San Pedro los Pinos,6139
19757,28/01/2021,28,Enero,2021,Linea 7,San Pedro los Pinos,6009
19758,29/01/2021,29,Enero,2021,Linea 7,San Pedro los Pinos,6451
19759,30/01/2021,30,Enero,2021,Linea 7,San Pedro los Pinos,5348
19761,01/02/2021,1,Febrero,2021,Linea 7,San Pedro los Pinos,3682
19762,02/02/2021,2,Febrero,2021,Linea 7,San Pedro los Pinos,6173
19763,03/02/2021,3,Febrero,2021,Linea 7,San Pedro los Pinos,6549
19764,04/02/2021,4,Febrero,2021,Linea 7,San Pedro los Pinos,7521
19765,05/02/2021,5,Febrero,2021,Linea 7,San Pedro los Pinos,6233
19766,06/02/2021,6,Febrero,2021,Linea 7,San Pedro los Pinos,6348
19767,07/02/2021,7,Febrero,2021,Linea 7,San Pedro los Pinos,1592
19768,08/02/2021,8,Febrero,2021,Linea 7,San Pedro los Pinos,6369
19769,09/02/2021,9,Febrero,2021,Linea 7,San Pedro los Pinos,6968
19770,10/02/2021,10,Febrero,2021,Linea 7,San Pedro los Pinos,7681
19771,11/02/2021,11,Febrero,2021,Linea 7,San Pedro los Pinos,6976
19772,12/02/2021,12,Febrero,2021,Linea 7,San Pedro los Pinos,5668
19773,13/02/2021,13,Febrero,2021,Linea 7,San Pedro los Pinos,7191
19775,15/02/2021,15,Febrero,2021,Linea 7,San Pedro los Pinos,7332
19776,16/02/2021,16,Febrero,2021,Linea 7,San Pedro los Pinos,7004
19777,17/02/2021,17,Febrero,2021,Linea 7,San Pedro los Pinos,8204
19778,18/02/2021,18,Febrero,2021,Linea 7,San Pedro los Pinos,7296
19779,19/02/2021,19,Febrero,2021,Linea 7,San Pedro los Pinos,7974
19780,20/02/2021,20,Febrero,2021,Linea 7,San Pedro los Pinos,4789
19781,21/02/2021,21,Febrero,2021,Linea 7,San Pedro los Pinos,2527
19782,22/02/2021,22,Febrero,2021,Linea 7,San Pedro los Pinos,7966
19783,23/02/2021,23,Febrero,2021,Linea 7,San Pedro los Pinos,7785
19784,24/02/2021,24,Febrero,2021,Linea 7,San Pedro los Pinos,8171
19785,25/02/2021,25,Febrero,2021,Linea 7,San Pedro los Pinos,7786
19786,26/02/2021,26,Febrero,2021,Linea 7,San Pedro los Pinos,9534
19787,27/02/2021,27,Febrero,2021,Linea 7,San Pedro los Pinos,4663
19788,28/02/2021,28,Febrero,2021,Linea 7,San Pedro los Pinos,3279
19789,01/03/2021,1,Marzo,2021,Linea 7,San Pedro los Pinos,5962
19790,02/03/2021,2,Marzo,2021,Linea 7,San Pedro los Pinos,6523
19791,03/03/2021,3,Marzo,2021,Linea 7,San Pedro los Pinos,7582
19792,04/03/2021,4,Marzo,2021,Linea 7,San Pedro los Pinos,8112
19793,05/03/2021,5,Marzo,2021,Linea 7,San Pedro los Pinos,8177
19794,06/03/2021,6,Marzo,2021,Linea 7,San Pedro los Pinos,3238
19795,07/03/2021,7,Marzo,2021,Linea 7,San Pedro los Pinos,2104
19796,08/03/2021,8,Marzo,2021,Linea 7,San Pedro los Pinos,6819
19797,09/03/2021,9,Marzo,2021,Linea 7,San Pedro los Pinos,9606
19798,10/03/2021,10,Marzo,2021,Linea 7,San Pedro los Pinos,8415
19799,11/03/2021,11,Marzo,2021,Linea 7,San Pedro los Pinos,7904
19801,13/03/2021,13,Marzo,2021,Linea 7,San Pedro los Pinos,4856
19802,14/03/2021,14,Marzo,2021,Linea 7,San Pedro los Pinos,1874
19803,15/03/2021,15,Marzo,2021,Linea 7,San Pedro los Pinos,2297
19804,16/03/2021,16,Marzo,2021,Linea 7,San Pedro los Pinos,7954
19805,17/03/2021,17,Marzo,2021,Linea 7,San Pedro los Pinos,8681
19807,19/03/2021,19,Marzo,2021,Linea 7,San Pedro los Pinos,8459
19808,20/03/2021,20,Marzo,2021,Linea 7,San Pedro los Pinos,4727
19809,21/03/2021,21,Marzo,2021,Linea 7,San Pedro los Pinos,4671
19810,22/03/2021,22,Marzo,2021,Linea 7,San Pedro los Pinos,7722
19812,24/03/2021,24,Marzo,2021,Linea 7,San Pedro los Pinos,7378
19813,25/03/2021,25,Marzo,2021,Linea 7,San Pedro los Pinos,8634
19815,27/03/2021,27,Marzo,2021,Linea 7,San Pedro los Pinos,7412
19816,28/03/2021,28,Marzo,2021,Linea 7,San Pedro los Pinos,4129
19817,29/03/2021,29,Marzo,2021,Linea 7,San Pedro los Pinos,5905
19818,30/03/2021,30,Marzo,2021,Linea 7,San Pedro los Pinos,7323
19819,31/03/2021,31,Marzo,2021,Linea 7,San Pedro los Pinos,7201
19821,02/04/2021,2,Abril,2021,Linea 7,San Pedro los Pinos,2566
19822,03/04/2021,3,Abril,2021,Linea 7,San Pedro los Pinos,4086
19824,05/04/2021,5,Abril,2021,Linea 7,San Pedro los Pinos,7387
19825,06/04/2021,6,Abril,2021,Linea 7,San Pedro los Pinos,8152
19826,07/04/2021,7,Abril,2021,Linea 7,San Pedro los Pinos,8936
19828,09/04/2021,9,Abril,2021,Linea 7,San Pedro los Pinos,9156
19829,10/04/2021,10,Abril,2021,Linea 7,San Pedro los Pinos,6509
19830,11/04/2021,11,Abril,2021,Linea 7,San Pedro los Pinos,1575
19831,12/04/2021,12,Abril,2021,Linea 7,San Pedro los Pinos,8565
19832,13/04/2021,13,Abril,2021,Linea 7,San Pedro los Pinos,7244
19833,14/04/2021,14,Abril,2021,Linea 7,San Pedro los Pinos,8507
19834,15/04/2021,15,Abril,2021,Linea 7,San Pedro los Pinos,7994
19836,17/04/2021,17,Abril,2021,Linea 7,San Pedro los Pinos,5669
19837,18/04/2021,18,Abril,2021,Linea 7,San Pedro los Pinos,2048
19838,19/04/2021,19,Abril,2021,Linea 7,San Pedro los Pinos,7092
19839,20/04/2021,20,Abril,2021,Linea 7,San Pedro los Pinos,7936
19840,21/04/2021,21,Abril,2021,Linea 7,San Pedro los Pinos,6734
19841,22/04/2021,22,Abril,2021,Linea 7,San Pedro los Pinos,7412
19842,23/04/2021,23,Abril,2021,Linea 7,San Pedro los Pinos,6908
19843,24/04/2021,24,Abril,2021,Linea 7,San Pedro los Pinos,5307
19844,25/04/2021,25,Abril,2021,Linea 7,San Pedro los Pinos,2884
19845,26/04/2021,26,Abril,2021,Linea 7,San Pedro los Pinos,6725
19846,27/04/2021,27,Abril,2021,Linea 7,San Pedro los Pinos,7977
19847,28/04/2021,28,Abril,2021,Linea 7,San Pedro los Pinos,8833
19848,29/04/2021,29,Abril,2021,Linea 7,San Pedro los Pinos,7172
19849,30/04/2021,30,Abril,2021,Linea 7,San Pedro los Pinos,9172
19850,01/05/2021,1,Mayo,2021,Linea 7,San Pedro los Pinos,4706
19851,02/05/2021,2,Mayo,2021,Linea 7,San Pedro los Pinos,1945
19852,03/05/2021,3,Mayo,2021,Linea 7,San Pedro los Pinos,7959
19853,04/05/2021,4,Mayo,2021,Linea 7,San Pedro los Pinos,7626
19854,05/05/2021,5,Mayo,2021,Linea 7,San Pedro los Pinos,6845
19855,06/05/2021,6,Mayo,2021,Linea 7,San Pedro los Pinos,8243
19856,07/05/2021,7,Mayo,2021,Linea 7,San Pedro los Pinos,7539
19857,08/05/2021,8,Mayo,2021,Linea 7,San Pedro los Pinos,4633
19858,09/05/2021,9,Mayo,2021,Linea 7,San Pedro los Pinos,2423
19859,10/05/2021,10,Mayo,2021,Linea 7,San Pedro los Pinos,5901
19860,11/05/2021,11,Mayo,2021,Linea 7,San Pedro los Pinos,7109
19861,12/05/2021,12,Mayo,2021,Linea 7,San Pedro los Pinos,7806
19862,13/05/2021,13,Mayo,2021,Linea 7,San Pedro los Pinos,7439
19863,14/05/2021,14,Mayo,2021,Linea 7,San Pedro los Pinos,7653
19864,15/05/2021,15,Mayo,2021,Linea 7,San Pedro los Pinos,4664
19865,16/05/2021,16,Mayo,2021,Linea 7,San Pedro los Pinos,2791
19866,17/05/2021,17,Mayo,2021,Linea 7,San Pedro los Pinos,6431
19867,18/05/2021,18,Mayo,2021,Linea 7,San Pedro los Pinos,7869
19868,19/05/2021,19,Mayo,2021,Linea 7,San Pedro los Pinos,8167
19869,20/05/2021,20,Mayo,2021,Linea 7,San Pedro los Pinos,7005
19870,21/05/2021,21,Mayo,2021,Linea 7,San Pedro los Pinos,7517
19871,22/05/2021,22,Mayo,2021,Linea 7,San Pedro los Pinos,5539
19872,23/05/2021,23,Mayo,2021,Linea 7,San Pedro los Pinos,2122
19873,24/05/2021,24,Mayo,2021,Linea 7,San Pedro los Pinos,7622
19874,25/05/2021,25,Mayo,2021,Linea 7,San Pedro los Pinos,7049
19875,26/05/2021,26,Mayo,2021,Linea 7,San Pedro los Pinos,7483
19876,27/05/2021,27,Mayo,2021,Linea 7,San Pedro los Pinos,8936
19877,28/05/2021,28,Mayo,2021,Linea 7,San Pedro los Pinos,6845
19878,29/05/2021,29,Mayo,2021,Linea 7,San Pedro los Pinos,5137
19879,30/05/2021,30,Mayo,2021,Linea 7,San Pedro los Pinos,2785
19880,31/05/2021,31,Mayo,2021,Linea 7,San Pedro los Pinos,8521
19881,01/06/2021,1,Junio,2021,Linea 7,San Pedro los Pinos,7187
19882,02/06/2021,2,Junio,2021,Linea 7,San Pedro los Pinos,7704
19883,03/06/2021,3,Junio,2021,Linea 7,San Pedro los Pinos,8136
19884,04/06/2021,4,Junio,2021,Linea 7,San Pedro los Pinos,7928
19885,05/06/2021,5,Junio,2021,Linea 7,San Pedro los Pinos,4715
19886,06/06/2021,6,Junio,2021,Linea 7,San Pedro los Pinos,1792
19888,08/06/2021,8,Junio,2021,Linea 7,San Pedro los Pinos,7249
19889,09/06/2021,9,Junio,2021,Linea 7,San Pedro los Pinos,8876
19890,10/06/2021,10,Junio,2021,Linea 7,San Pedro los Pinos,7594
19891,11/06/2021,11,Junio,2021,Linea 7,San Pedro los Pinos,7487
19892,12/06/2021,12,Junio,2021,Linea 7,San Pedro los Pinos,6427
19893,13/06/2021,13,Junio,2021,Linea 7,San Pedro los Pinos,2753
19894,14/06/2021,14,Junio,2021,Linea 7,San Pedro los Pinos,7862
19895,15/06/2021,15,Junio,2021,Linea 7,San Pedro los Pinos,7612
19896,16/06/2021,16,Junio,2021,Linea 7,San Pedro los Pinos,7597
19897,17/06/2021,17,Junio,2021,Linea 7,San Pedro los Pinos,7557
19898,18/06/2021,18,Junio,2021,Linea 7,San Pedro los Pinos,8682
19899,19/06/2021,19,Junio,2021,Linea 7,San Pedro los Pinos,4418
19900,20/06/2021,20,Junio,2021,Linea 7,San Pedro los Pinos,2789
19901,21/06/2021,21,Junio,2021,Linea 7,San Pedro los Pinos,7219
19904,24/06/2021,24,Junio,2021,Linea 7,San Pedro los Pinos,7078
19905,25/06/2021,25,Junio,2021,Linea 7,San Pedro los Pinos,8452
19906,26/06/2021,26,Junio,2021,Linea 7,San Pedro los Pinos,4394
19907,27/06/2021,27,Junio,2021,Linea 7,San Pedro los Pinos,2421
19908,28/06/2021,28,Junio,2021,Linea 7,San Pedro los Pinos,7043
19910,30/06/2021,30,Junio,2021,Linea 7,San Pedro los Pinos,8781
19911,01/01/2021,1,Enero,2021,Linea 7,San Antonio,1242
19912,02/01/2021,2,Enero,2021,Linea 7,San Antonio,2591
19913,03/01/2021,3,Enero,2021,Linea 7,San Antonio,3008
19914,04/01/2021,4,Enero,2021,Linea 7,San Antonio,5357
19915,05/01/2021,5,Enero,2021,Linea 7,San Antonio,7311
19916,06/01/2021,6,Enero,2021,Linea 7,San Antonio,4805
19918,08/01/2021,8,Enero,2021,Linea 7,San Antonio,5254
19919,09/01/2021,9,Enero,2021,Linea 7,San Antonio,5428
19920,10/01/2021,10,Enero,2021,Linea 7,San Antonio,2
19921,11/01/2021,11,Enero,2021,Linea 7,San Antonio,5189
19922,12/01/2021,12,Enero,2021,Linea 7,San Antonio,5055
19923,13/01/2021,13,Enero,2021,Linea 7,San Antonio,7542
19924,14/01/2021,14,Enero,2021,Linea 7,San Antonio,5283
19925,15/01/2021,15,Enero,2021,Linea 7,San Antonio,7143
19926,16/01/2021,16,Enero,2021,Linea 7,San Antonio,4061
19927,17/01/2021,17,Enero,2021,Linea 7,San Antonio,3394
19928,18/01/2021,18,Enero,2021,Linea 7,San Antonio,5844
19929,19/01/2021,19,Enero,2021,Linea 7,San Antonio,5682
19930,20/01/2021,20,Enero,2021,Linea 7,San Antonio,6185
19931,21/01/2021,21,Enero,2021,Linea 7,San Antonio,6846
19932,22/01/2021,22,Enero,2021,Linea 7,San Antonio,8844
19933,23/01/2021,23,Enero,2021,Linea 7,San Antonio,4791
19934,24/01/2021,24,Enero,2021,Linea 7,San Antonio,2198
19935,25/01/2021,25,Enero,2021,Linea 7,San Antonio,5471
19936,26/01/2021,26,Enero,2021,Linea 7,San Antonio,7199
19937,27/01/2021,27,Enero,2021,Linea 7,San Antonio,5971
19938,28/01/2021,28,Enero,2021,Linea 7,San Antonio,6829
19940,30/01/2021,30,Enero,2021,Linea 7,San Antonio,6692
19941,31/01/2021,31,Enero,2021,Linea 7,San Antonio,2982
19942,01/02/2021,1,Febrero,2021,Linea 7,San Antonio,3065
19944,03/02/2021,3,Febrero,2021,Linea 7,San Antonio,6486
19945,04/02/2021,4,Febrero,2021,Linea 7,San Antonio,7256
19946,05/02/2021,5,Febrero,2021,Linea 7,San Antonio,6962
19947,06/02/2021,6,Febrero,2021,Linea 7,San Antonio,5269
19948,07/02/2021,7,Febrero,2021,Linea 7,San Antonio,2735
19949,08/02/2021,8,Febrero,2021,Linea 7,San Antonio,5744
19950,09/02/2021,9,Febrero,2021,Linea 7,San Antonio,6301
19951,10/02/2021,10,Febrero,2021,Linea 7,San Antonio,7046
19953,12/02/2021,12,Febrero,2021,Linea 7,San Antonio,6174
19954,13/02/2021,13,Febrero,2021,Linea 7,San Antonio,7189
19955,14/02/2021,14,Febrero,2021,Linea 7,San Antonio,2752
19956,15/02/2021,15,Febrero,2021,Linea 7,San Antonio,5982
19957,16/02/2021,16,Febrero,2021,Linea 7,San Antonio,6966
19958,17/02/2021,17,Febrero,2021,Linea 7,San Antonio,7359
19959,18/02/2021,18,Febrero,2021,Linea 7,San Antonio,7849
19960,19/02/2021,19,Febrero,2021,Linea 7,San Antonio,6587
19961,20/02/2021,20,Febrero,2021,Linea 7,San Antonio,6334
19962,21/02/2021,21,Febrero,2021,Linea 7,San Antonio,2772
19964,23/02/2021,23,Febrero,2021,Linea 7,San Antonio,7081
19965,24/02/2021,24,Febrero,2021,Linea 7,San Antonio,7286
19966,25/02/2021,25,Febrero,2021,Linea 7,San Antonio,6224
19967,26/02/2021,26,Febrero,2021,Linea 7,San Antonio,7866
19968,27/02/2021,27,Febrero,2021,Linea 7,San Antonio,5591
19970,01/03/2021,1,Marzo,2021,Linea 7,San Antonio,6754
19972,03/03/2021,3,Marzo,2021,Linea 7,San Antonio,6882
19973,04/03/2021,4,Marzo,2021,Linea 7,San Antonio,7915
19975,06/03/2021,6,Marzo,2021,Linea 7,San Antonio,4344
19976,07/03/2021,7,Marzo,2021,Linea 7,San Antonio,2897
19977,08/03/2021,8,Marzo,2021,Linea 7,San Antonio,8982
19979,10/03/2021,10,Marzo,2021,Linea 7,San Antonio,8333
19980,11/03/2021,11,Marzo,2021,Linea 7,San Antonio,8034
19981,12/03/2021,12,Marzo,2021,Linea 7,San Antonio,8311
19982,13/03/2021,13,Marzo,2021,Linea 7,San Antonio,5796
19983,14/03/2021,14,Marzo,2021,Linea 7,San Antonio,2951
19984,15/03/2021,15,Marzo,2021,Linea 7,San Antonio,2882
19985,16/03/2021,16,Marzo,2021,Linea 7,San Antonio,7226
19986,17/03/2021,17,Marzo,2021,Linea 7,San Antonio,8701
19987,18/03/2021,18,Marzo,2021,Linea 7,San Antonio,7441
19988,19/03/2021,19,Marzo,2021,Linea 7,San Antonio,7616
19989,20/03/2021,20,Marzo,2021,Linea 7,San Antonio,4052
19990,21/03/2021,21,Marzo,2021,Linea 7,San Antonio,9569
19991,22/03/2021,22,Marzo,2021,Linea 7,San Antonio,7194
19992,23/03/2021,23,Marzo,2021,Linea 7,San Antonio,7055
19993,24/03/2021,24,Marzo,2021,Linea 7,San Antonio,6974
19994,25/03/2021,25,Marzo,2021,Linea 7,San Antonio,8061
19996,27/03/2021,27,Marzo,2021,Linea 7,San Antonio,7717
19997,28/03/2021,28,Marzo,2021,Linea 7,San Antonio,3443
19998,29/03/2021,29,Marzo,2021,Linea 7,San Antonio,6584
19999,30/03/2021,30,Marzo,2021,Linea 7,San Antonio,7515
20000,31/03/2021,31,Marzo,2021,Linea 7,San Antonio,6049
20001,01/04/2021,1,Abril,2021,Linea 7,San Antonio,6702
20002,02/04/2021,2,Abril,2021,Linea 7,San Antonio,3341
20003,03/04/2021,3,Abril,2021,Linea 7,San Antonio,3795
20004,04/04/2021,4,Abril,2021,Linea 7,San Antonio,1923
20005,05/04/2021,5,Abril,2021,Linea 7,San Antonio,6009
20006,06/04/2021,6,Abril,2021,Linea 7,San Antonio,8313
20009,09/04/2021,9,Abril,2021,Linea 7,San Antonio,8561
20010,10/04/2021,10,Abril,2021,Linea 7,San Antonio,6476
20011,11/04/2021,11,Abril,2021,Linea 7,San Antonio,2219
20012,12/04/2021,12,Abril,2021,Linea 7,San Antonio,8096
20014,14/04/2021,14,Abril,2021,Linea 7,San Antonio,7309
20015,15/04/2021,15,Abril,2021,Linea 7,San Antonio,7173
20016,16/04/2021,16,Abril,2021,Linea 7,San Antonio,7791
20017,17/04/2021,17,Abril,2021,Linea 7,San Antonio,7494
20018,18/04/2021,18,Abril,2021,Linea 7,San Antonio,3271
20019,19/04/2021,19,Abril,2021,Linea 7,San Antonio,7279
20020,20/04/2021,20,Abril,2021,Linea 7,San Antonio,6442
20021,21/04/2021,21,Abril,2021,Linea 7,San Antonio,8911
20022,22/04/2021,22,Abril,2021,Linea 7,San Antonio,9001
20023,23/04/2021,23,Abril,2021,Linea 7,San Antonio,8604
20024,24/04/2021,24,Abril,2021,Linea 7,San Antonio,5904
20025,25/04/2021,25,Abril,2021,Linea 7,San Antonio,3405
20026,26/04/2021,26,Abril,2021,Linea 7,San Antonio,6154
20027,27/04/2021,27,Abril,2021,Linea 7,San Antonio,7592
20028,28/04/2021,28,Abril,2021,Linea 7,San Antonio,9603
20029,29/04/2021,29,Abril,2021,Linea 7,San Antonio,8965
20030,30/04/2021,30,Abril,2021,Linea 7,San Antonio,7436
20031,01/05/2021,1,Mayo,2021,Linea 7,San Antonio,5365
20032,02/05/2021,2,Mayo,2021,Linea 7,San Antonio,4975
20033,03/05/2021,3,Mayo,2021,Linea 7,San Antonio,6135
20034,04/05/2021,4,Mayo,2021,Linea 7,San Antonio,5985
20035,05/05/2021,5,Mayo,2021,Linea 7,San Antonio,6292
20036,06/05/2021,6,Mayo,2021,Linea 7,San Antonio,7345
20037,07/05/2021,7,Mayo,2021,Linea 7,San Antonio,8594
20038,08/05/2021,8,Mayo,2021,Linea 7,San Antonio,5659
20039,09/05/2021,9,Mayo,2021,Linea 7,San Antonio,3443
20040,10/05/2021,10,Mayo,2021,Linea 7,San Antonio,5881
20041,11/05/2021,11,Mayo,2021,Linea 7,San Antonio,6203
20042,12/05/2021,12,Mayo,2021,Linea 7,San Antonio,7999
20043,13/05/2021,13,Mayo,2021,Linea 7,San Antonio,7885
20044,14/05/2021,14,Mayo,2021,Linea 7,San Antonio,8857
20045,15/05/2021,15,Mayo,2021,Linea 7,San Antonio,7001
20046,16/05/2021,16,Mayo,2021,Linea 7,San Antonio,3536
20047,17/05/2021,17,Mayo,2021,Linea 7,San Antonio,7066
20048,18/05/2021,18,Mayo,2021,Linea 7,San Antonio,6736
20049,19/05/2021,19,Mayo,2021,Linea 7,San Antonio,8336
20050,20/05/2021,20,Mayo,2021,Linea 7,San Antonio,7355
20051,21/05/2021,21,Mayo,2021,Linea 7,San Antonio,8755
20052,22/05/2021,22,Mayo,2021,Linea 7,San Antonio,5523
20053,23/05/2021,23,Mayo,2021,Linea 7,San Antonio,2063
20054,24/05/2021,24,Mayo,2021,Linea 7,San Antonio,8466
20055,25/05/2021,25,Mayo,2021,Linea 7,San Antonio,6938
20056,26/05/2021,26,Mayo,2021,Linea 7,San Antonio,7236
20057,27/05/2021,27,Mayo,2021,Linea 7,San Antonio,9005
20058,28/05/2021,28,Mayo,2021,Linea 7,San Antonio,6938
20060,30/05/2021,30,Mayo,2021,Linea 7,San Antonio,2513
20061,31/05/2021,31,Mayo,2021,Linea 7,San Antonio,6798
20062,01/06/2021,1,Junio,2021,Linea 7,San Antonio,9207
20063,02/06/2021,2,Junio,2021,Linea 7,San Antonio,7795
20064,03/06/2021,3,Junio,2021,Linea 7,San Antonio,7414
20065,04/06/2021,4,Junio,2021,Linea 7,San Antonio,8068
